"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_prot_cens",0.884937843307314,0.995457495133031,0.919,4.79083602089735,2.13530905684643,3.97240261057685,0.47799999999998
2,"DFT-adaptive-T (Subgroup)","heavy_prot_cens",0.895345475570974,0.901362751460091,0.8972,4.6461774760196,4.65177392022395,4.64790230012338,106.500999999999
3,"DFT-adaptive-CT (Subgroup)","heavy_prot_cens",0.895345475570974,0.928617780661908,0.9056,4.6461774760196,2.99590869716733,4.13756463837733,128.832999999999
4,"DFT-fixed (Subgroup)","heavy_prot_cens",0.897947383636889,0.958468526930565,0.9166,4.35920481209378,2.94138956674236,3.92223415347647,100.673
5,"Vanilla CQR (Subgroup)","heavy_prot_cens",0.873373807458803,0.99805321219987,0.9118,4.54118341428935,1.03681937908525,3.46113841863945,0.0109999999995125
6,"Cox (Subgroup)","heavy_prot_cens",0.926857473258167,0.91174561972745,0.9222,3.79041420976596,4.15524456884254,3.90285492643336,8.36399999999958
7,"DFT-adaptive-T (Joint)","heavy_prot_cens",0.898525585429315,0.870214146658014,0.8898,4.60464069112761,4.96980719785133,4.71718500849986,304.173999999999
8,"DFT-adaptive-CT (Joint)","heavy_prot_cens",0.897658282740676,0.91304347826087,0.9024,4.61409075196484,3.23689807956922,4.18963997033251,334.278
9,"DFT-fixed (Joint)","heavy_prot_cens",0.893321769297485,0.872809863724854,0.887,4.41977488948212,4.62243863969247,4.48223585729695,302.579000000001
10,"Vanilla CQR (Joint)","heavy_prot_cens",0.896501879155825,1,0.9284,3.89062656624287,0.24058655922974,2.76568423608142,0.00399999999990541
11,"Cox (Joint)","heavy_prot_cens",0.930037583116508,0.935107073329007,0.9316,3.80566173713466,3.5840489284903,3.73736066951047,4.82700000000023
