"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_prot_cens",0.911866359447005,0.928010471204188,0.9168,4.47785747739903,4.32590009800037,4.4314193022548,0.638000000000005
2,"DFT-adaptive-T (Subgroup)","heavy_prot_cens",0.899481566820276,0.825261780104712,0.8768,4.71840352158993,5.61144927905687,4.99131830507183,84.2079999999987
3,"DFT-adaptive-CT (Subgroup)","heavy_prot_cens",0.899481566820276,0.861910994764398,0.888,4.71840352158993,3.11497023612176,4.22839430955086,103.255999999999
4,"DFT-fixed (Subgroup)","heavy_prot_cens",0.927707373271889,0.928664921465969,0.928,4.08106418671494,3.21867711711377,3.81751869824482,77.0469999999987
5,"Vanilla CQR (Subgroup)","heavy_prot_cens",0.914458525345622,0.99738219895288,0.9398,4.39789168765822,1.10242120600149,3.39079590846392,0.00900000000001455
6,"Cox (Subgroup)","heavy_prot_cens",0.931163594470046,0.911649214659686,0.9252,3.89009142853104,4.15634208498302,3.97145762914276,7.98099999999977
7,"DFT-adaptive-T (Joint)","heavy_prot_cens",0.913018433179724,0.829188481675393,0.8874,4.44188273765395,5.48758243352861,4.76144856471324,128.949999999999
8,"DFT-adaptive-CT (Joint)","heavy_prot_cens",0.90610599078341,0.909031413612565,0.907,4.52192334632067,3.03262501287666,4.06679377562018,150.304
9,"DFT-fixed (Joint)","heavy_prot_cens",0.880184331797235,0.854712041884817,0.8724,4.60089662866532,5.09638446281483,4.75231771078141,126.163
10,"Vanilla CQR (Joint)","heavy_prot_cens",0.873847926267281,1,0.9124,4.37276274704826,-0.229816119243084,2.96621464550963,0.00499999999919964
11,"Cox (Joint)","heavy_prot_cens",0.928859447004608,0.916884816753927,0.9252,3.90122190158751,4.16708602136104,3.9824699765903,5.57200000000012
