"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","surv_misspec",0.949596774193548,0.946989528795812,0.9488,4.36077646134489,3.34764172823557,4.05116248690668,0.531000000000006
2,"DFT-adaptive-T (Subgroup)","surv_misspec",0.900057603686636,0.896596858638743,0.899,5.53046756620355,7.12382549325637,6.01739774871089,97.8509999999987
3,"DFT-adaptive-CT (Subgroup)","surv_misspec",0.900057603686636,0.899869109947644,0.9,5.52781440997028,6.8862843165984,5.94296281343583,122.762999999999
4,"DFT-fixed (Subgroup)","surv_misspec",1,0.941099476439791,0.982,0,5.51174190694044,1.684388326761,90.4060000000027
5,"Vanilla CQR (Subgroup)","surv_misspec",0.930299539170507,0.927356020942408,0.9294,4.68876045083964,4.35362225731116,4.58634221889734,0.00900000000001455
6,"Cox (Subgroup)","surv_misspec",0.894585253456221,0.915575916230366,0.901,5.56478303429451,5.80772342966523,5.63902561911981,8.45199999999932
7,"DFT-adaptive-T (Joint)","surv_misspec",0.91676267281106,0.842931937172775,0.8942,5.24413007100717,5.56552405493064,5.34234807249418,168.441000000001
8,"DFT-adaptive-CT (Joint)","surv_misspec",0.91676267281106,0.842931937172775,0.8942,5.2436926184069,5.56505979242442,5.34190242678665,194.128000000001
9,"DFT-fixed (Joint)","surv_misspec",0.967453917050691,0.973167539267016,0.9692,3.06376323856216,2.23724093332617,2.81117802208204,164.994000000001
10,"Vanilla CQR (Joint)","surv_misspec",0.928859447004608,0.926701570680628,0.9282,4.76490808386127,3.4863416241824,4.37417817378341,0.00600000000122236
11,"Cox (Joint)","surv_misspec",0.915610599078341,0.844240837696335,0.8938,5.1281916504738,5.12672428642392,5.12774322402016,5.70899999999892
