"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","cens_misspec",0.920092646207296,0.8751617076326,0.9062,4.76358423676044,3.16339507216723,4.26880574706822,0.87299999999999
2,"DFT-adaptive-T (Subgroup)","cens_misspec",0.921250723798494,0.879042690815007,0.9082,4.72675991994104,3.14305308077647,4.23707776527135,165.748
3,"DFT-adaptive-CT (Subgroup)","cens_misspec",0.921250723798494,0.879042690815007,0.9082,4.72675991994104,3.14305308077647,4.23707776527135,183.514
4,"DFT-fixed (Subgroup)","cens_misspec",0.917486971627099,0.917852522639069,0.9176,4.57070336743671,2.71603411034475,3.99723963314387,157.135999999999
5,"Vanilla CQR (Subgroup)","cens_misspec",0.912854661262305,0.921086675291074,0.9154,4.49686259066315,2.36524555089318,3.83776660196628,0.0140000000001237
6,"Cox (Subgroup)","cens_misspec",0.948176027793862,0.938551099611902,0.9452,3.94910948711616,2.52116584035511,3.50758931153764,8.89399999999932
7,"DFT-adaptive-T (Joint)","cens_misspec",1,1,1,0,0,0,335.874
8,"DFT-adaptive-CT (Joint)","cens_misspec",1,1,1,0,0,0,354.985000000001
9,"DFT-fixed (Joint)","cens_misspec",0.993630573248408,0.994825355756792,0.994,2.82161815522762,1.30993509216488,2.35420575212862,334.02
10,"Vanilla CQR (Joint)","cens_misspec",0.920671685002895,0.89974126778784,0.9142,4.33314135452403,2.6802913963218,3.8220801474479,0.00900000000001455
11,"Cox (Joint)","cens_misspec",0.956572090330052,0.925614489003881,0.947,3.96424554649536,2.5019191619291,3.51209422838747,6.92900000000009
