"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","cov_cens",0.919224088013897,0.948900388098318,0.9284,4.45157099198683,2.46551142404747,3.83748137357998,0.650000000000006
2,"DFT-adaptive-T (Subgroup)","cov_cens",0.906485234510712,0.951487710219922,0.9204,4.57508736003354,2.49903001415052,3.93317042868651,101.973
3,"DFT-adaptive-CT (Subgroup)","cov_cens",0.907353792704111,0.951487710219922,0.921,4.56195536276081,2.49903001415052,3.92409884497051,125.922
4,"DFT-fixed (Subgroup)","cov_cens",0.89200926462073,0.863518758085382,0.8832,4.58419928785675,2.9077850387316,4.06585200202725,96.6159999999995
5,"Vanilla CQR (Subgroup)","cov_cens",0.927041111754488,0.937904269081501,0.9304,4.21742261414892,2.43488861668683,3.66626310213364,0.00999999999976353
6,"Cox (Subgroup)","cov_cens",0.907643312101911,0.946313065976714,0.9196,4.2553400733989,2.4087155736309,3.68436377807064,9.64199999999983
7,"DFT-adaptive-T (Joint)","cov_cens",0.902142443543717,0.908150064683053,0.904,4.69919322363838,2.85083816139819,4.12768183839372,117.848
8,"DFT-adaptive-CT (Joint)","cov_cens",0.902142443543717,0.908150064683053,0.904,4.69918788004952,2.85083491962746,4.12767714468702,143.026
9,"DFT-fixed (Joint)","cov_cens",0.915170816444702,0.91849935316947,0.9162,4.40705811072828,2.70204247510289,3.87986727619291,115.321
10,"Vanilla CQR (Joint)","cov_cens",0.931673422119282,0.904269081500647,0.9232,4.11981329230464,2.64635287008409,3.66421932975405,0.00700000000006185
11,"Cox (Joint)","cov_cens",0.928199189345686,0.922380336351876,0.9264,4.10374207272798,2.58782490522948,3.63502048453744,6.03699999999981
