"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_prot_cens",0.912275622466705,0.969598965071151,0.93,4.39998112098848,3.56117247430811,4.14062148743491,0.466999999999985
2,"DFT-adaptive-T (Subgroup)","heavy_prot_cens",0.901563404748118,1,0.932,4.49141921449739,0,3.10267239337479,99.8490000000002
3,"DFT-adaptive-CT (Subgroup)","heavy_prot_cens",0.901563404748118,0.971539456662354,0.9232,4.49141921449739,2.58374852776832,3.90156743816076,115.001
4,"DFT-fixed (Subgroup)","heavy_prot_cens",0.911986103068906,0.952134540750323,0.9244,4.24722757498874,2.66695502730983,3.75860730324642,92.7669999999998
5,"Vanilla CQR (Subgroup)","heavy_prot_cens",0.897220613781123,0.997412677878396,0.9282,4.57570963975593,1.08993204231612,3.49790720662754,0.00900000000001455
6,"Cox (Subgroup)","heavy_prot_cens",0.93341053850608,0.944372574385511,0.9368,3.79054354198793,3.49352730531384,3.6987061216083,8
7,"DFT-adaptive-T (Joint)","heavy_prot_cens",0.894904458598726,0.910090556274256,0.8996,4.69723838778613,4.63369947758885,4.67759215675313,160.381000000001
8,"DFT-adaptive-CT (Joint)","heavy_prot_cens",0.889114070642733,0.95601552393273,0.9098,4.75417694275688,2.88406596417561,4.17593862817955,184.972000000001
9,"DFT-fixed (Joint)","heavy_prot_cens",0.906774753908512,0.913971539456662,0.909,4.31037121134374,4.43553940945145,4.34907321819865,157.446000000001
10,"Vanilla CQR (Joint)","heavy_prot_cens",0.88361320208454,1,0.9196,4.22676063417753,-0.370898515219183,2.80516442518407,0.00500000000010914
11,"Cox (Joint)","heavy_prot_cens",0.929936305732484,0.965071151358344,0.9408,3.84534262731151,3.42240358278137,3.71456987474279,4.5029999999997
