"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","prot_cens",0.929167866397927,0.918140144073346,0.9258,4.21928668461626,2.6620643159343,3.74371097322079,0.442000000000007
2,"DFT-adaptive-T (Subgroup)","prot_cens",0.922545349841635,0.888015717092338,0.912,4.21693868228487,2.92376165462731,3.82200241803826,83.2930000000001
3,"DFT-adaptive-CT (Subgroup)","prot_cens",0.922545349841635,0.888015717092338,0.912,4.21693868228487,2.92376165462731,3.82200241803826,103.491
4,"DFT-fixed (Subgroup)","prot_cens",0.876187733947596,0.943025540275049,0.8966,4.42459833026392,2.45896987894388,3.82429540123078,77.1480000000001
5,"Vanilla CQR (Subgroup)","prot_cens",0.9095882522315,0.930582842174198,0.916,4.15589182920076,1.8544001344878,3.45301626563542,0.00900000000001455
6,"Cox (Subgroup)","prot_cens",0.937517995968903,0.926653569089718,0.9342,3.56734374754934,2.532191560133,3.25120826951239,7.64300000000003
7,"DFT-adaptive-T (Joint)","prot_cens",0.91073999424129,0.916175507531107,0.9124,4.48657038057315,2.70217683783352,3.94161659262047,135.339
8,"DFT-adaptive-CT (Joint)","prot_cens",0.91073999424129,0.916175507531107,0.9124,4.48657038057315,2.70217683783352,3.94161659262047,159.239
9,"DFT-fixed (Joint)","prot_cens",0.916210768787792,0.891944990176817,0.9088,4.16803710834744,2.70038906392496,3.71981739558081,129.59
10,"Vanilla CQR (Joint)","prot_cens",0.902101929167866,0.987557301899149,0.9282,3.889473280236,1.74813998085465,3.23551009060493,0.00600000000031287
11,"Cox (Joint)","prot_cens",0.947883674057011,0.916175507531107,0.9382,3.6213784681769,2.32518613339252,3.22552132913375,4.97699999999986
