"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","surv_misspec",0.949611287071696,0.949574328749181,0.9496,4.52220949535355,3.06539600276372,4.07729865471662,0.668999999999983
2,"DFT-adaptive-T (Subgroup)","surv_misspec",0.878203282464728,0.89652914210871,0.8838,6.07526009439037,7.05528194144233,6.37455876648004,116.778000000001
3,"DFT-adaptive-CT (Subgroup)","surv_misspec",0.878203282464728,0.891944990176817,0.8824,6.07378552714854,7.0816570845422,6.38158950077656,136.586
4,"DFT-fixed (Subgroup)","surv_misspec",0.91189173625108,0.933857236411264,0.9186,5.43047405904425,5.83491547227483,5.55399046664487,110.598
5,"Vanilla CQR (Subgroup)","surv_misspec",0.913619349265764,0.941715782580223,0.9222,5.10637930982539,4.15746363311975,4.81658046215949,0.00900000000001455
6,"Cox (Subgroup)","surv_misspec",0.895767348114022,0.924034053700066,0.9044,5.70459648364141,5.22348945138632,5.55766639599071,9.67800000000079
7,"DFT-adaptive-T (Joint)","surv_misspec",0.915634897782897,0.850032743942371,0.8956,5.23567264563931,4.94334347533033,5.14639531702695,147.037
8,"DFT-adaptive-CT (Joint)","surv_misspec",0.915634897782897,0.850687622789784,0.8958,5.22996684239824,4.93795625058725,5.14078680765916,170.406
9,"DFT-fixed (Joint)","surv_misspec",0.93780593147135,0.857891290111329,0.9134,4.74597396844788,4.76272916791241,4.75109100636434,144.277
10,"Vanilla CQR (Joint)","surv_misspec",0.934350705441981,0.903077930582842,0.9248,4.65747587977973,3.53987543509648,4.31616070397347,0.00600000000031287
11,"Cox (Joint)","surv_misspec",0.916498704290239,0.865094957432875,0.9008,5.20678247726799,4.71933424569202,5.05791578734469,5.14199999999983
