"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_inter_cens",0.923697091851425,0.884086444007859,0.9116,4.25747772457712,4.85506771417862,4.43998170740142,0.447999999999979
2,"DFT-adaptive-T (Subgroup)","heavy_inter_cens",0.921969478836741,0.807465618860511,0.887,4.23064468506838,6.12685898509208,4.80974853229562,78.308
3,"DFT-adaptive-CT (Subgroup)","heavy_inter_cens",0.921969478836741,0.919449901768173,0.9212,4.23064468506838,3.10149377642089,3.88580199756744,97.6910000000007
4,"DFT-fixed (Subgroup)","heavy_inter_cens",0.870429023898647,0.875573018991487,0.872,4.44034338218088,5.21168024438177,4.67590965989703,72.1250000000009
5,"Vanilla CQR (Subgroup)","heavy_inter_cens",0.907284768211921,0.963326784544859,0.9244,4.19709490368642,1.55373183893956,3.38981182371273,0.00900000000001455
6,"Cox (Subgroup)","heavy_inter_cens",0.937517995968903,0.924688932547479,0.9336,3.5290167524187,4.26806008644925,3.75472058663163,7.23399999999947
7,"DFT-adaptive-T (Joint)","heavy_inter_cens",0.91189173625108,0.915520628683694,0.913,4.47282461093844,4.45418007101097,4.46713056844459,175.434
8,"DFT-adaptive-CT (Joint)","heavy_inter_cens",0.91189173625108,0.933857236411264,0.9186,4.47282461093844,3.46999806661848,4.16656138430313,197.540000000001
9,"DFT-fixed (Joint)","heavy_inter_cens",0.909300316729053,0.901768172888016,0.907,4.17057418302693,4.32581565152614,4.21798492750659,173.487999999999
10,"Vanilla CQR (Joint)","heavy_inter_cens",0.91073999424129,1,0.938,3.80435212968166,0.245347287431527,2.71743205085847,0.00500000000010914
11,"Cox (Joint)","heavy_inter_cens",0.939533544486035,0.937786509495743,0.939,3.52420360450822,3.55633484109406,3.53401648416154,4.98199999999997
