"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_inter_cens",0.893040501996577,0.928380187416332,0.9036,4.53180758821127,4.24421949294,4.44587626534421,0.454000000000008
2,"DFT-adaptive-T (Subgroup)","heavy_inter_cens",0.887050770108386,0.794511378848728,0.8594,4.65278186454301,6.5411193945265,5.21701711850208,99.3280000000002
3,"DFT-adaptive-CT (Subgroup)","heavy_inter_cens",0.887050770108386,0.917001338688086,0.896,4.65278186454301,3.18169179677891,4.2132201522951,118.276
4,"DFT-fixed (Subgroup)","heavy_inter_cens",0.868225898459783,0.884872824631861,0.8732,4.58860664962306,5.00104073451749,4.71184195418952,94.7920000000001
5,"Vanilla CQR (Subgroup)","heavy_inter_cens",0.91186537364518,0.975903614457831,0.931,4.1088458607613,1.41716818463252,3.30457257113402,0.00899999999978718
6,"Cox (Subgroup)","heavy_inter_cens",0.933257273245864,0.921017402945114,0.9296,3.5408535560817,4.17851246123824,3.73138603694248,8.0150000000001
7,"DFT-adaptive-T (Joint)","heavy_inter_cens",0.906446092413006,0.874163319946452,0.8968,4.37744053212707,5.10014825537638,4.59338559983396,188.606
8,"DFT-adaptive-CT (Joint)","heavy_inter_cens",0.903879064460924,0.908299866131191,0.9052,4.40501685991586,3.72261342402852,4.20111471327273,207.313
9,"DFT-fixed (Joint)","heavy_inter_cens",0.914717626925271,0.888888888888889,0.907,4.12416461103896,4.79999785746791,4.32610358507193,186.228
10,"Vanilla CQR (Joint)","heavy_inter_cens",0.90530519110097,1,0.9336,3.63990576921451,0.343258016898811,2.65486742082258,0.00600000000008549
11,"Cox (Joint)","heavy_inter_cens",0.935253850541928,0.933065595716198,0.9346,3.46182177199476,3.78229721092216,3.55757983314626,4.76299999999992
