"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","homo_cens",0.899594907407407,0.909974093264249,0.9028,4.49248163020257,2.7185877366803,3.94470319588289,0.447999999999979
2,"DFT-adaptive-T (Subgroup)","homo_cens",0.883101851851852,0.894430051813471,0.8866,4.59369731262242,2.66816069914405,3.9990916063803,85.348
3,"DFT-adaptive-CT (Subgroup)","homo_cens",0.883101851851852,0.894430051813471,0.8866,4.59369061669949,2.66816069914405,3.99908697815837,107.665000000001
4,"DFT-fixed (Subgroup)","homo_cens",0.891203703703704,0.907383419689119,0.8962,4.33635365673332,2.49126111316425,3.76658907927919,78.4939999999988
5,"Vanilla CQR (Subgroup)","homo_cens",0.893229166666667,0.909326424870466,0.8982,4.43024380848761,2.63875525023013,3.8770321416977,0.0100000000002183
6,"Cox (Subgroup)","homo_cens",0.914930555555556,0.920984455958549,0.9168,3.96248561052121,2.26881489911121,3.4394800948378,9.04800000000068
7,"DFT-adaptive-T (Joint)","homo_cens",0.898726851851852,0.886010362694301,0.8948,4.48817900050077,2.85747847537308,3.98461867834134,108.393
8,"DFT-adaptive-CT (Joint)","homo_cens",0.898726851851852,0.886010362694301,0.8948,4.48817900050077,2.85747847537308,3.98461867834134,132.539000000001
9,"DFT-fixed (Joint)","homo_cens",0.909722222222222,0.906088082901554,0.9086,4.15196781605557,2.60639976283409,3.67469640122078,105.124000000002
10,"Vanilla CQR (Joint)","homo_cens",0.885706018518518,0.914507772020725,0.8946,4.29937037661988,2.66594480842301,3.79496856116068,0.00599999999940337
11,"Cox (Joint)","homo_cens",0.930555555555556,0.902849740932642,0.922,3.75027850493501,2.50059807019365,3.36437718668688,5.81600000000071
