"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_inter_cens",0.890914351851852,0.886010362694301,0.8894,4.63042882874005,4.80078275675897,4.68303412171229,0.467000000000041
2,"DFT-adaptive-T (Subgroup)","heavy_inter_cens",0.886284722222222,0.90479274611399,0.892,4.58126085334264,4.1940104123017,4.4616779171492,81.4450000000015
3,"DFT-adaptive-CT (Subgroup)","heavy_inter_cens",0.886284722222222,0.902849740932642,0.8914,4.58126085334264,3.18166551675138,4.14906581340326,100.331999999999
4,"DFT-fixed (Subgroup)","heavy_inter_cens",0.888599537037037,0.946891191709845,0.9066,4.36670873406349,3.22119030864526,4.01297264429434,74.5930000000008
5,"Vanilla CQR (Subgroup)","heavy_inter_cens",0.886574074074074,0.961787564766839,0.9098,4.57627514931994,1.57053761684281,3.648103399291,0.0119999999988067
6,"Cox (Subgroup)","heavy_inter_cens",0.91724537037037,0.922927461139896,0.919,3.91987467435566,3.74120162435458,3.86470043651532,9.33400000000074
7,"DFT-adaptive-T (Joint)","heavy_inter_cens",0.894386574074074,0.852979274611399,0.8816,4.59588058582732,5.18413115805852,4.77753236253232,164.497000000001
8,"DFT-adaptive-CT (Joint)","heavy_inter_cens",0.894675925925926,0.900906735751295,0.8966,4.59513727974886,3.6693934140802,4.30926757403038,182.437
9,"DFT-fixed (Joint)","heavy_inter_cens",0.910590277777778,0.889896373056995,0.9042,4.20386987123427,4.55248600412201,4.31152253307,161.376999999999
10,"Vanilla CQR (Joint)","heavy_inter_cens",0.884837962962963,1,0.9204,4.11960618404631,-0.456499538085684,2.70650473705195,0.00600000000122236
11,"Cox (Joint)","heavy_inter_cens",0.920428240740741,0.914507772020725,0.9186,3.84137750556636,4.09751833974393,3.92047379516039,6.25900000000001
