"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","cens_misspec",0.912231030577576,0.916212534059946,0.9134,4.72025928022582,2.72260042614343,4.13374664066723,1.18899999999999
2,"DFT-adaptive-T (Subgroup)","cens_misspec",0.916194790486976,0.897820163487738,0.9108,4.70880212603357,2.92853717416367,4.18611633616457,164.324
3,"DFT-adaptive-CT (Subgroup)","cens_misspec",0.916194790486976,0.897820163487738,0.9108,4.70880212603357,2.92853717416367,4.18611633616457,183.607
4,"DFT-fixed (Subgroup)","cens_misspec",0.919309173272933,0.899863760217984,0.9136,4.284656020956,2.82487183100218,3.85606338278556,158.025000000001
5,"Vanilla CQR (Subgroup)","cens_misspec",0.901755379388449,0.899863760217984,0.9012,4.57410945623263,2.60776132640816,3.99678964531617,0.0109999999995125
6,"Cox (Subgroup)","cens_misspec",0.940260475651189,0.924386920980926,0.9356,3.91813231478988,2.39358260040127,3.47052451864538,7.34699999999975
7,"DFT-adaptive-T (Joint)","cens_misspec",0.867214043035108,0.883514986376022,0.872,5.41272216881419,3.13927902378633,4.74523926143401,318.78
8,"DFT-adaptive-CT (Joint)","cens_misspec",0.867214043035108,0.883514986376022,0.872,5.41272216881419,3.13927902378633,4.74523926143401,339.715
9,"DFT-fixed (Joint)","cens_misspec",0.931766704416761,0.892370572207084,0.9202,4.10868615924917,2.71830520178054,3.70047031013638,317.448
10,"Vanilla CQR (Joint)","cens_misspec",0.900622876557191,0.897138964577657,0.8996,4.51136326682427,2.76492762091249,3.99860976118457,0.00700000000006185
11,"Cox (Joint)","cens_misspec",0.948754246885617,0.913487738419619,0.9384,3.84641448035029,2.45347044903836,3.43744611275711,4.72800000000007
