"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","cens_misspec",0.90298291340863,0.919198448610213,0.908,4.85421160829167,2.86569042384658,4.23896315382436,1.54900000000004
2,"DFT-adaptive-T (Subgroup)","cens_misspec",0.890819577179264,0.872656755009696,0.8852,5.02324742452347,3.29749792180127,4.48930052838122,162.673
3,"DFT-adaptive-CT (Subgroup)","cens_misspec",0.890819577179264,0.872656755009696,0.8852,5.02324742452347,3.29749792180127,4.48930052838122,181.342000000001
4,"DFT-fixed (Subgroup)","cens_misspec",0.909643788010426,0.88623141564318,0.9024,4.52506041024805,2.8444483076747,4.00507902571185,156.28
5,"Vanilla CQR (Subgroup)","cens_misspec",0.912539820445989,0.881706528765352,0.903,4.25866555153914,2.77882673478401,3.8008034216351,0.0140000000010332
6,"Cox (Subgroup)","cens_misspec",0.939762525340284,0.92436974789916,0.935,4.00954415414636,2.4532832110257,3.52803701834483,9.37299999999959
7,"DFT-adaptive-T (Joint)","cens_misspec",0.850275123081379,0.858435681965094,0.8528,5.50244868905321,3.32320834926538,4.82819172792286,217.153
8,"DFT-adaptive-CT (Joint)","cens_misspec",0.850275123081379,0.858435681965094,0.8528,5.50244868905321,3.32320834926538,4.82819172792286,235.1
9,"DFT-fixed (Joint)","cens_misspec",0.949898638864755,0.952165481577246,0.9506,3.91023969886001,2.43868160434797,3.45493962441799,214.425
10,"Vanilla CQR (Joint)","cens_misspec",0.903851723139299,0.901098901098901,0.903,4.21732321242301,2.74477738049469,3.76171753202439,0.00799999999981083
11,"Cox (Joint)","cens_misspec",0.945844193454967,0.915319974143504,0.9364,3.93804284183787,2.51017463453611,3.49626041849871,6.72100000000046
