"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","surv_misspec",0.954532290761657,0.96961861667744,0.9592,4.17975375019556,2.70412364763193,3.72319379646237,0.73599999999999
2,"DFT-adaptive-T (Subgroup)","surv_misspec",0.900376484216623,0.926308985132515,0.9084,5.47764260542161,6.6446396540206,5.83871149225814,103.143999999999
3,"DFT-adaptive-CT (Subgroup)","surv_misspec",0.901534897190849,0.923076923076923,0.9082,5.45435001813555,6.66803743941253,5.82986490627865,126.001
4,"DFT-fixed (Subgroup)","surv_misspec",0.93136403127715,0.952811893988365,0.938,4.95657945222437,5.65553446561776,5.17283613336828,96.7820000000011
5,"Vanilla CQR (Subgroup)","surv_misspec",0.918331885317116,0.953458306399483,0.9292,4.90121841208442,4.02485538309125,4.63007169091394,0.010999999998603
6,"Cox (Subgroup)","surv_misspec",0.899797277729511,0.936651583710407,0.9112,5.50433656182342,5.54380716094176,5.51654876519064,7.75600000000122
7,"DFT-adaptive-T (Joint)","surv_misspec",0.934839270199826,0.84486102133161,0.907,4.72541520051516,4.97685628453261,4.80321107191016,185.779
8,"DFT-adaptive-CT (Joint)","surv_misspec",0.936287286417608,0.846153846153846,0.9084,4.70310967881585,4.95336387780465,4.78053832798298,206.673999999999
9,"DFT-fixed (Joint)","surv_misspec",0.993628728641761,0.982546864899806,0.9902,1.86079459171913,1.56795797815622,1.77019094348276,182.539
10,"Vanilla CQR (Joint)","surv_misspec",0.932522444251376,0.917259211376858,0.9278,4.64718289065969,3.43864414996975,4.27326100429023,0.00700000000051659
11,"Cox (Joint)","surv_misspec",0.927019982623805,0.846153846153846,0.902,4.92474281984316,4.73700151727329,4.86665566082804,5.67399999999998
