"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","prot_cens",0.896483267158253,0.936227951153324,0.9082,4.60903265567372,2.51287824966494,3.99108633678233,0.468000000000018
2,"DFT-adaptive-T (Subgroup)","prot_cens",0.898468519568917,0.925373134328358,0.9064,4.55869971236325,2.6626484462962,3.99974379912668,83.1179999999986
3,"DFT-adaptive-CT (Subgroup)","prot_cens",0.898468519568917,0.925373134328358,0.9064,4.55869971236325,2.6596320439075,3.99885456370249,112.643999999997
4,"DFT-fixed (Subgroup)","prot_cens",0.881735677821895,0.948439620081411,0.9014,4.48301650117352,2.38121647115685,3.8634058523246,76.3009999999995
5,"Vanilla CQR (Subgroup)","prot_cens",0.899035734543392,0.960651289009498,0.9172,4.47071237664712,1.83271335701663,3.69303026566005,0.0129999999953725
6,"Cox (Subgroup)","prot_cens",0.927396483267158,0.927408412483039,0.9274,3.91067200162641,2.53492668711654,3.5051022829089,12.8450000000012
7,"DFT-adaptive-T (Joint)","prot_cens",0.89563244469654,0.919945725915875,0.9028,4.62444182336297,2.64020392038258,4.03948848956435,161.07
8,"DFT-adaptive-CT (Joint)","prot_cens",0.89563244469654,0.919945725915875,0.9028,4.62444182336297,2.64020392038258,4.03948848956435,189.120000000003
9,"DFT-fixed (Joint)","prot_cens",0.883153715258083,0.867706919945726,0.8786,4.61974207269052,2.87558715145862,4.10556520191135,158.194
10,"Vanilla CQR (Joint)","prot_cens",0.891094724900737,0.989145183175034,0.92,4.2290587076536,1.50656720654126,3.42646821312568,0.00600000000122236
11,"Cox (Joint)","prot_cens",0.929381735677822,0.930122116689281,0.9296,3.96089019716036,2.38996086326638,3.49778022952841,6.05199999999968
