"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_prot_cens",0.886557005104935,0.983717774762551,0.9152,4.74917338174346,2.9322566257409,4.21354632207391,0.45599999999996
2,"DFT-adaptive-T (Subgroup)","heavy_prot_cens",0.897334089619966,0.866350067842605,0.8882,4.58288025735222,5.23644810995008,4.77555206029807,107.260999999999
3,"DFT-adaptive-CT (Subgroup)","heavy_prot_cens",0.897334089619966,0.921302578018996,0.9044,4.58288025735222,2.9016261305158,4.08724654076084,124.223999999995
4,"DFT-fixed (Subgroup)","heavy_prot_cens",0.885706182643222,0.959972862957938,0.9076,4.37531655268413,2.3021043381045,3.76413359182605,98.9479999999967
5,"Vanilla CQR (Subgroup)","heavy_prot_cens",0.888825865002836,0.996607869742198,0.9206,4.64688197687544,1.05210100532581,3.58714054646261,0.0100000000020373
6,"Cox (Subgroup)","heavy_prot_cens",0.929381735677822,0.898236092265943,0.9202,3.80011650713137,3.92604575466465,3.83724044930418,11.732
7,"DFT-adaptive-T (Joint)","heavy_prot_cens",0.901304594441293,0.908412483039349,0.9034,4.50284289372213,4.51595935670145,4.50670962700843,210.837
8,"DFT-adaptive-CT (Joint)","heavy_prot_cens",0.900170164492343,0.943012211668928,0.9128,4.52661131737026,2.97561445926517,4.06937744360088,231.363999999994
9,"DFT-fixed (Joint)","heavy_prot_cens",0.8908111174135,0.846675712347354,0.8778,4.46572556251996,5.0265915867416,4.6310688664605,206.552
10,"Vanilla CQR (Joint)","heavy_prot_cens",0.884004537719796,1,0.9182,4.3973618265045,-0.662973641833055,2.90557493043859,0.00700000000142609
11,"Cox (Joint)","heavy_prot_cens",0.929381735677822,0.936906377204885,0.9316,3.82791319092575,3.89904985185823,3.84888427856864,6.97999999999956
