"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","cens_misspec",0.901588201928531,0.891451831750339,0.8986,4.75915482799221,2.96295138115767,4.22963405186539,1.00099999999998
2,"DFT-adaptive-T (Subgroup)","cens_misspec",0.910947249007374,0.89348710990502,0.9058,4.62177593322019,2.93478980846033,4.12445242364099,192.702000000001
3,"DFT-adaptive-CT (Subgroup)","cens_misspec",0.910947249007374,0.89348710990502,0.9058,4.62177593322019,2.93478980846033,4.12445242364099,212.674000000006
4,"DFT-fixed (Subgroup)","cens_misspec",0.90896199659671,0.89348710990502,0.9044,4.4469831169448,2.79667353657833,3.96047185265276,183.611999999997
5,"Vanilla CQR (Subgroup)","cens_misspec",0.881168462847419,0.888059701492537,0.8832,4.669176145611,2.86480588795194,4.13724779365311,0.0159999999996217
6,"Cox (Subgroup)","cens_misspec",0.944980147475893,0.92944369063772,0.9404,3.81317883388789,2.41932472823881,3.40227064354254,12.1360000000022
7,"DFT-adaptive-T (Joint)","cens_misspec",0.774815655133296,0.78561736770692,0.778,6.21288631150027,3.63194231475352,5.45202402125933,283.471999999998
8,"DFT-adaptive-CT (Joint)","cens_misspec",0.774815655133296,0.78561736770692,0.778,6.21288631150027,3.63194231475352,5.45202402125933,302.029999999999
9,"DFT-fixed (Joint)","cens_misspec",0.958593306863301,0.957937584803256,0.9584,3.7467498829063,2.34069955416278,3.33224624599271,280.011999999999
10,"Vanilla CQR (Joint)","cens_misspec",0.898752127056154,0.873812754409769,0.8914,4.3287479644062,3.00451296219271,3.93836348575366,0.00800000000162981
11,"Cox (Joint)","cens_misspec",0.95150311968236,0.924016282225237,0.9434,3.7932590667656,2.40001510250771,3.38253074610238,6.93899999999849
