"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","simul_misspec",0.885083498443249,0.931152010906612,0.8986,5.01011655789549,3.88571073226963,4.68021588865686,1.089
2,"DFT-adaptive-T (Subgroup)","simul_misspec",0.863855080667988,0.880027266530334,0.8686,5.35841529730296,5.63641270523548,5.43997973679036,156.460999999999
3,"DFT-adaptive-CT (Subgroup)","simul_misspec",0.863855080667988,0.880708929788684,0.8688,5.35841529730296,5.6094571643988,5.43207098110888,171.913
4,"DFT-fixed (Subgroup)","simul_misspec",0.865270308519672,0.969325153374233,0.8958,5.34751328700853,1.59726155330842,4.24718942834092,144.013999999997
5,"Vanilla CQR (Subgroup)","simul_misspec",0.869799037645061,0.956373551465576,0.8952,5.37181230047123,3.50966039230067,4.82545693061399,0.011000000002241
6,"Cox (Subgroup)","simul_misspec",0.883668270591565,0.912747102931152,0.8922,5.02819247841496,4.48333278980674,4.86833064577731,11.7959999999985
7,"DFT-adaptive-T (Joint)","simul_misspec",0.881686951599208,0.904567143830947,0.8884,5.1132752000477,4.46488031142683,4.92303613972634,82.5959999999995
8,"DFT-adaptive-CT (Joint)","simul_misspec",0.881686951599208,0.904567143830947,0.8884,5.1132752000477,4.46488031142683,4.92303613972634,104.092000000001
9,"DFT-fixed (Joint)","simul_misspec",0.890178318709312,0.880708929788684,0.8874,4.9351318337639,4.98419793365116,4.94952782747082,77.8300000000017
10,"Vanilla CQR (Joint)","simul_misspec",0.884800452872913,0.935241990456714,0.8996,4.98336194913573,3.88922903621009,4.66234335248335,0.00599999999940337
11,"Cox (Joint)","simul_misspec",0.897820549108406,0.898432174505794,0.898,4.7781330394025,4.54093611131343,4.70853946070117,6.86800000000039
