"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","simul_misspec",0.915801291046871,0.910925539318024,0.9144,4.54000282903367,4.15744457474094,4.43005558674994,0.824999999999989
2,"DFT-adaptive-T (Subgroup)","simul_misspec",0.897558237440359,0.917884481558803,0.9034,4.9164421352341,5.12809539604259,4.97727128239046,148.595000000001
3,"DFT-adaptive-CT (Subgroup)","simul_misspec",0.897558237440359,0.917884481558803,0.9034,4.9164421352341,5.12228069702243,4.97560013789207,174.255000000003
4,"DFT-fixed (Subgroup)","simul_misspec",0.907100757788381,0.920668058455115,0.911,4.84418818866669,5.02561518662388,4.89633030787958,140.411000000002
5,"Vanilla CQR (Subgroup)","simul_misspec",0.920011226494527,0.922059846903271,0.9206,4.4451483119252,3.83464401947456,4.26968937827488,0.0150000000012369
6,"Cox (Subgroup)","simul_misspec",0.905978108335672,0.891440501043841,0.9018,4.87261878551109,5.05587668043016,4.92528710451083,10.723
7,"DFT-adaptive-T (Joint)","simul_misspec",0.890541678360932,0.874043145441893,0.8858,5.05268502276203,4.92934885460068,5.01723820803246,292.425999999999
8,"DFT-adaptive-CT (Joint)","simul_misspec",0.890541678360932,0.874043145441893,0.8858,5.05268502276203,4.92934885460068,5.01723820803246,315.957
9,"DFT-fixed (Joint)","simul_misspec",0.923098512489475,0.876130828114127,0.9096,4.42257857191141,4.76370869607387,4.5206193695957,288.807000000001
10,"Vanilla CQR (Joint)","simul_misspec",0.903732809430255,0.947807933194154,0.9164,4.88526724223691,3.32596725612615,4.43712442622868,0.00799999999981083
11,"Cox (Joint)","simul_misspec",0.907942744877912,0.884481558803062,0.9012,4.8205807890224,4.70003537798209,4.78593603788941,6.93000000000029
