"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","prot_cens",0.926474779139356,0.936284372904091,0.9294,4.14822847951188,2.3835431855029,3.6219993248384,0.655999999999999
2,"DFT-adaptive-T (Subgroup)","prot_cens",0.900826446280992,0.905432595573441,0.9022,4.52079577891871,2.66417792908743,3.96715233609902,63.4430000000002
3,"DFT-adaptive-CT (Subgroup)","prot_cens",0.900826446280992,0.905432595573441,0.9022,4.52079577891871,2.66417630239005,3.96715185101786,78.7710000000015
4,"DFT-fixed (Subgroup)","prot_cens",0.958962667426617,0.865191146881288,0.931,3.86408207818932,2.64873121577092,3.50166445101615,52.9050000000007
5,"Vanilla CQR (Subgroup)","prot_cens",0.912225705329154,0.957075788061704,0.9256,4.15657324950288,1.71821440234289,3.42945464127977,0.00700000000051659
6,"Cox (Subgroup)","prot_cens",0.93872898261613,0.932930918846412,0.937,3.86299708908789,2.27312757654014,3.38889800044615,11.2459999999992
7,"DFT-adaptive-T (Joint)","prot_cens",0.925619834710744,0.90878604963112,0.9206,4.20864719153318,2.66487517771741,3.74829437701332,139.494
8,"DFT-adaptive-CT (Joint)","prot_cens",0.925619834710744,0.908115358819584,0.9204,4.21042211825912,2.66599904435649,3.74987515762135,155.913
9,"DFT-fixed (Joint)","prot_cens",0.91336563123397,0.903420523138833,0.9104,4.28136120474023,2.61249293387881,3.78370468636936,132.101000000001
10,"Vanilla CQR (Joint)","prot_cens",0.909375890567113,0.983232729711603,0.9314,3.91740529088331,1.64262185811047,3.23906487123045,0.00500000000010914
11,"Cox (Joint)","prot_cens",0.948988315759476,0.915492957746479,0.939,3.76412040080538,2.41955404621931,3.36317071386781,6.39999999999964
