"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","simul_misspec",0.892190152801358,0.894952251023192,0.893,5.19579694267114,4.49130764875542,4.98924068169505,0.850999999999999
2,"DFT-adaptive-T (Subgroup)","simul_misspec",0.903225806451613,0.899727148703956,0.9022,4.93665491125351,5.5997744317439,5.13108155466129,167.364
3,"DFT-adaptive-CT (Subgroup)","simul_misspec",0.903225806451613,0.899727148703956,0.9022,4.93665506608573,5.59745744004301,5.13040232213,187.869000000001
4,"DFT-fixed (Subgroup)","simul_misspec",0.998019241652518,0.929058663028649,0.9778,0.227623345914471,4.57528299451206,1.50235715488328,160.645
5,"Vanilla CQR (Subgroup)","simul_misspec",0.88568194680249,0.965893587994543,0.9092,5.23360828220065,3.18692136871606,4.63351967916697,0.00999999999930878
6,"Cox (Subgroup)","simul_misspec",0.89586870401811,0.8806275579809,0.8914,5.09316121215907,5.18795930747585,5.12095601370595,7.63600000000042
7,"DFT-adaptive-T (Joint)","simul_misspec",0.895585738539898,0.847203274215553,0.8814,5.02158787652864,5.54890993415029,5.17619870382331,308.429999999999
8,"DFT-adaptive-CT (Joint)","simul_misspec",0.895585738539898,0.847203274215553,0.8814,5.02158787652864,5.54890993415029,5.17619870382331,332.282999999999
9,"DFT-fixed (Joint)","simul_misspec",0.912280701754386,0.84924965893588,0.8938,4.74223537515762,5.19674462729202,4.87549748788342,306.049
10,"Vanilla CQR (Joint)","simul_misspec",0.895302773061686,0.943383356070941,0.9094,5.029968301242,3.49961433779758,4.5812685191601,0.00600000000031287
11,"Cox (Joint)","simul_misspec",0.900113186191285,0.858117326057299,0.8878,4.98906424011392,5.01136419175084,4.99560258593386,4.67299999999977
