"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","cov_cens",0.931239388794567,0.918826739427012,0.9276,4.07899156971917,2.53989645708623,3.6277288826952,0.637
2,"DFT-adaptive-T (Subgroup)","cov_cens",0.896717600452745,0.912005457025921,0.9012,4.523963873768,2.57451201022768,3.95238458737798,59.1600000000003
3,"DFT-adaptive-CT (Subgroup)","cov_cens",0.896717600452745,0.912005457025921,0.9012,4.52394158788317,2.57451327575615,3.95236920676753,74.2550000000001
4,"DFT-fixed (Subgroup)","cov_cens",0.870401810979061,0.894270122783083,0.8774,4.55315173493356,2.64486693675403,3.99364263210732,48.7399999999998
5,"Vanilla CQR (Subgroup)","cov_cens",0.929824561403509,0.915416098226467,0.9256,4.01990007049248,2.53711462529071,3.58514737795932,0.00900000000001455
6,"Cox (Subgroup)","cov_cens",0.903508771929825,0.910641200545703,0.9056,4.06706959162134,2.35532227790625,3.56518527924008,8.07600000000002
7,"DFT-adaptive-T (Joint)","cov_cens",0.917940011318619,0.884038199181446,0.908,4.36745141857352,2.90305788335702,3.93809123404804,144.723
8,"DFT-adaptive-CT (Joint)","cov_cens",0.917940011318619,0.884038199181446,0.908,4.36745141857352,2.90305788335702,3.93809123404804,166.106
9,"DFT-fixed (Joint)","cov_cens",0.851726089417091,0.743519781718963,0.82,4.66523925344275,3.32043145722518,4.27094160759176,143.568
10,"Vanilla CQR (Joint)","cov_cens",0.937747594793435,0.900409276944065,0.9268,3.82898218490569,2.63372987081571,3.47853420641451,0.0069999999996071
11,"Cox (Joint)","cov_cens",0.930390492359932,0.872442019099591,0.9134,3.7997490435772,2.66238859030364,3.46627495867739,5.61100000000033
