"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","prot_cens",0.917940011318619,0.927012278308322,0.9206,4.20741235834313,2.37270552790251,3.66947631565794,0.47699999999999
2,"DFT-adaptive-T (Subgroup)","prot_cens",0.890492359932088,0.899045020463847,0.893,4.50235355435444,2.51171289350068,3.91869771259212,78.241
3,"DFT-adaptive-CT (Subgroup)","prot_cens",0.890492359932088,0.899045020463847,0.893,4.50235640368296,2.51171289350068,3.91869972649751,99.5079999999998
4,"DFT-fixed (Subgroup)","prot_cens",0.874363327674024,0.905866302864939,0.8836,4.3825198423336,2.48575603216571,3.82638869319237,72.9079999999999
5,"Vanilla CQR (Subgroup)","prot_cens",0.890492359932088,0.946793997271487,0.907,4.37486333706608,1.78716589645803,3.6161504474798,0.00999999999976353
6,"Cox (Subgroup)","prot_cens",0.919920769666101,0.903819918144611,0.9152,3.75864482725873,2.49512417955161,3.388180573351,6.72300000000041
7,"DFT-adaptive-T (Joint)","prot_cens",0.901528013582343,0.893587994542974,0.8992,4.4189094568515,2.71174952853266,3.91837016586841,144.688
8,"DFT-adaptive-CT (Joint)","prot_cens",0.903225806451613,0.893587994542974,0.9004,4.40393904273843,2.70256264344043,3.90509548246426,164.509
9,"DFT-fixed (Joint)","prot_cens",0.874363327674024,0.83356070941337,0.8624,4.48703799122582,2.87270231183266,4.01371477002774,140.198
10,"Vanilla CQR (Joint)","prot_cens",0.893322014714205,0.982264665757162,0.9194,3.97669062534685,1.59997325267883,3.27983709168059,0.00600000000031287
11,"Cox (Joint)","prot_cens",0.928975664968874,0.899727148703956,0.9204,3.77651977437752,2.39918513625517,3.37268525848005,4.07999999999993
