"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_inter_cens",0.911714770797963,0.924283765347885,0.9154,4.33474856499639,4.00380339612389,4.23771544148297,0.492999999999995
2,"DFT-adaptive-T (Subgroup)","heavy_inter_cens",0.893322014714205,0.92087312414734,0.9014,4.48456758747181,4.06867093322174,4.36262668844569,92.9620000000004
3,"DFT-adaptive-CT (Subgroup)","heavy_inter_cens",0.893322014714205,0.937926330150068,0.9064,4.48456758747181,2.78567923355526,3.98645352210348,107.958000000001
4,"DFT-fixed (Subgroup)","heavy_inter_cens",0.878041878890775,0.917462482946794,0.8896,4.32407035787819,4.24743566894299,4.30160106708239,82.491
5,"Vanilla CQR (Subgroup)","heavy_inter_cens",0.888511601584607,0.954979536152797,0.908,4.41702422299213,1.46686245441647,3.55203679244575,0.00900000000001455
6,"Cox (Subgroup)","heavy_inter_cens",0.920769666100736,0.908594815825375,0.9172,3.70887847150936,3.96727548990295,3.78464047730236,6.73300000000017
7,"DFT-adaptive-T (Joint)","heavy_inter_cens",0.912563667232598,0.894270122783083,0.9072,4.38325660971213,4.54272566195542,4.43001293582986,210.650000000001
8,"DFT-adaptive-CT (Joint)","heavy_inter_cens",0.912563667232598,0.929058663028649,0.9174,4.38325660971213,3.08849640118775,4.00363291657278,225.904
9,"DFT-fixed (Joint)","heavy_inter_cens",0.878607809847199,0.874488403819918,0.8774,4.39635145197682,4.40054783719859,4.39758183212384,207.877
10,"Vanilla CQR (Joint)","heavy_inter_cens",0.88228636106395,1,0.9168,4.02674341302227,-0.0661044015070648,2.82672043380227,0.00500000000010914
11,"Cox (Joint)","heavy_inter_cens",0.922750424448217,0.914051841746248,0.9202,3.66579467702379,3.69999071435948,3.67582095517062,6.7440000000006
