"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_prot_cens",0.911714770797963,0.979536152796726,0.9316,4.33294878086204,2.96455970803718,3.93173710470979,0.469999999999999
2,"DFT-adaptive-T (Subgroup)","heavy_prot_cens",0.893322014714205,0.946793997271487,0.909,4.48456758747181,3.43187371226524,4.17591774326124,90.1690000000003
3,"DFT-adaptive-CT (Subgroup)","heavy_prot_cens",0.893322014714205,0.923601637107776,0.9022,4.48456758747181,2.86860978659523,4.0107687602548,104.699
4,"DFT-fixed (Subgroup)","heavy_prot_cens",0.878041878890775,0.941336971350614,0.8966,4.32407035787819,2.68486892639313,3.84345649816677,85.4059999999999
5,"Vanilla CQR (Subgroup)","heavy_prot_cens",0.888511601584607,0.998635743519782,0.9208,4.41702422299213,1.00912029484716,3.41782679126003,0.00599999999940337
6,"Cox (Subgroup)","heavy_prot_cens",0.920769666100736,0.903137789904502,0.9156,3.70887847150936,3.8788553686228,3.75871569774302,7.39199999999983
7,"DFT-adaptive-T (Joint)","heavy_prot_cens",0.907470288624788,0.866984993178718,0.8956,4.43955119711111,4.92158408300535,4.5808832392553,147.867
8,"DFT-adaptive-CT (Joint)","heavy_prot_cens",0.904923599320883,0.924283765347885,0.9106,4.4708759065813,2.9355290574451,4.02071221041457,165.947
9,"DFT-fixed (Joint)","heavy_prot_cens",0.868138087153367,0.816507503410641,0.853,4.47412024746901,5.12131032658402,4.66387637866553,145.735
10,"Vanilla CQR (Joint)","heavy_prot_cens",0.88228636106395,1,0.9168,4.02674341302227,-0.0661044015070639,2.82672043380227,0.00499999999965439
11,"Cox (Joint)","heavy_prot_cens",0.920203735144312,0.92087312414734,0.9204,3.73699956652317,3.57147867366166,3.68846884073618,4.80600000000004
