"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_prot_cens",0.909427513528909,0.982538616521155,0.9312,4.25659111392025,3.0350235682948,3.89280829883299,0.501000000000033
2,"DFT-adaptive-T (Subgroup)","heavy_prot_cens",0.902876673312447,0.756883814640698,0.8594,4.30427774497778,6.90691020842785,5.07934169259321,98.0210000000006
3,"DFT-adaptive-CT (Subgroup)","heavy_prot_cens",0.902876673312447,0.914707857622565,0.9064,4.30427774497778,2.88192831996066,3.88070208620768,113.252999999999
4,"DFT-fixed (Subgroup)","heavy_prot_cens",0.902876673312447,0.912693082605776,0.9058,4.23986754946056,3.21432363557137,3.93446057190436,93.2080000000005
5,"Vanilla CQR (Subgroup)","heavy_prot_cens",0.921389917402449,0.99798522498321,0.9442,4.11427037025301,1.0145421287232,3.19117129992543,0.00799999999981083
6,"Cox (Subgroup)","heavy_prot_cens",0.927940757618912,0.717259905977166,0.8652,3.56078184866616,6.70919858719914,4.49838035340128,7.34300000000076
7,"DFT-adaptive-T (Joint)","heavy_prot_cens",0.915693534605525,0.883143049026192,0.906,4.17763930798087,4.75200991069725,4.34868687346981,75.8649999999998
8,"DFT-adaptive-CT (Joint)","heavy_prot_cens",0.912275704927371,0.931497649429147,0.918,4.22230476233854,2.8464863419494,3.81258603674666,94.3469999999979
9,"DFT-fixed (Joint)","heavy_prot_cens",0.9025918541726,0.820013431833445,0.878,4.10358488889386,5.17690771988447,4.42322042796286,75.8850000000002
10,"Vanilla CQR (Joint)","heavy_prot_cens",0.914839077185987,1,0.9402,3.54352061051249,0.0306878874421316,2.49739902558214,0.00500000000101863
11,"Cox (Joint)","heavy_prot_cens",0.928510395898604,0.911349899261249,0.9234,3.58338970760209,3.98763788563674,3.70377481502081,4.628999999999
