"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","homo_cens",0.91683281116491,0.910678307588986,0.915,4.16219195710434,2.68275455805445,3.72161549966728,0.474000000000046
2,"DFT-adaptive-T (Subgroup)","homo_cens",0.902876673312447,0.89926124916051,0.9018,4.29912844950011,2.80568340401686,3.8543805149552,87.6890000000003
3,"DFT-adaptive-CT (Subgroup)","homo_cens",0.902876673312447,0.89926124916051,0.9018,4.29912844950011,2.80568340401686,3.8543805149552,107.086999999996
4,"DFT-fixed (Subgroup)","homo_cens",0.903161492452293,0.897246474143721,0.9014,4.23231418538872,2.67451501104699,3.76840159126975,78.112000000001
5,"Vanilla CQR (Subgroup)","homo_cens",0.920250640843065,0.875083948959033,0.9068,4.0774380334344,2.86324084380732,3.71585011036346,0.00799999999981083
6,"Cox (Subgroup)","homo_cens",0.92737111933922,0.918737407656145,0.9248,3.60157149092968,2.31347441068431,3.21797618043261,8.93000000000029
7,"DFT-adaptive-T (Joint)","homo_cens",0.918256906864141,0.893888515782404,0.911,4.12777568745028,2.81645195313216,3.73726347937034,240.124
8,"DFT-adaptive-CT (Joint)","homo_cens",0.918256906864141,0.893888515782404,0.911,4.12777568745028,2.81645195313216,3.73726347937034,263.721999999998
9,"DFT-fixed (Joint)","homo_cens",0.884078610082598,0.838146406984553,0.8704,4.25006283320564,2.91994072535488,3.85395246948769,236.615
10,"Vanilla CQR (Joint)","homo_cens",0.907433779549986,0.907991940899933,0.9076,4.07916286481179,2.69586724410781,3.66721742896615,0.00599999999940337
11,"Cox (Joint)","homo_cens",0.942181714611222,0.887172599059772,0.9258,3.48246359529523,2.46413934688363,3.17920663411826,6.03800000000047
