"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_prot_cens",0.908515535097814,0.969816272965879,0.9272,4.51423557425185,3.38184732426356,4.16908363565542,0.481000000000009
2,"DFT-adaptive-T (Subgroup)","heavy_prot_cens",0.90132336018412,0.916666666666667,0.906,4.49223590997128,4.00973498884538,4.34516962921211,69.9269999999997
3,"DFT-adaptive-CT (Subgroup)","heavy_prot_cens",0.90132336018412,0.931758530183727,0.9106,4.49223590997128,2.85734795449784,3.99392206114298,91.0339999999978
4,"DFT-fixed (Subgroup)","heavy_prot_cens",0.911104718066743,0.955380577427822,0.9246,4.20624102636462,2.90878371437306,3.81077603766959,63.1150000000016
5,"Vanilla CQR (Subgroup)","heavy_prot_cens",0.905350978135788,0.999343832020997,0.934,4.47252149632723,0.989002525260918,3.41074491394622,0.00699999999778811
6,"Cox (Subgroup)","heavy_prot_cens",0.940736478711162,0.914041994750656,0.9326,3.58881073547628,3.96154227543623,3.70241930885608,8.69500000000153
7,"DFT-adaptive-T (Joint)","heavy_prot_cens",0.913981588032221,0.871391076115486,0.901,4.42996720735903,4.88590915625369,4.56893831338212,116.823
8,"DFT-adaptive-CT (Joint)","heavy_prot_cens",0.905350978135788,0.928477690288714,0.9124,4.50182238954968,3.14570380100163,4.08847744376023,143.425000000001
9,"DFT-fixed (Joint)","heavy_prot_cens",0.909090909090909,0.847112860892388,0.8902,4.15611094577742,4.84022761672176,4.36462970708125,113.334999999999
10,"Vanilla CQR (Joint)","heavy_prot_cens",0.905926352128884,1,0.9346,3.86787792340774,0.0483187031083207,2.70367627306048,0.00500000000101863
11,"Cox (Joint)","heavy_prot_cens",0.940448791714614,0.924540682414698,0.9356,3.60961123164976,3.89497534533103,3.69659021349981,6.76100000000042
