"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_prot_cens",0.905432029271039,0.97581202487906,0.9258,4.35157803649609,3.41228614509234,4.07974696312385,0.476000000000013
2,"DFT-adaptive-T (Subgroup)","heavy_prot_cens",0.906276386152547,0.718728403593642,0.852,4.44529676111275,5.99766099179707,4.89455096947279,52.8400000000001
3,"DFT-adaptive-CT (Subgroup)","heavy_prot_cens",0.906276386152547,0.907394609536973,0.9066,4.44529676111275,3.14862323406588,4.07003944238538,65.1980000000003
4,"DFT-fixed (Subgroup)","heavy_prot_cens",0.914438502673797,1,0.9392,4.06896357439209,0,2.89140551596302,44.3490000000002
5,"Vanilla CQR (Subgroup)","heavy_prot_cens",0.902617506332677,0.996544574982723,0.9298,4.21835432601632,1.11922793734014,3.32146714913344,0.00800000000072032
6,"Cox (Subgroup)","heavy_prot_cens",0.938361947649873,0.879060124395301,0.9212,3.58933678789503,4.57323167628904,3.87407596859626,8.33100000000013
7,"DFT-adaptive-T (Joint)","heavy_prot_cens",0.920911905432029,0.814789219073946,0.8902,4.15144707460174,5.68106896178981,4.59411964875397,138.522
8,"DFT-adaptive-CT (Joint)","heavy_prot_cens",0.909935265972418,0.912232204561161,0.9106,4.29753991448845,3.06460614305398,3.94072888103531,152.713000000001
9,"DFT-fixed (Joint)","heavy_prot_cens",0.904306220095694,0.848652384243262,0.8882,4.18645549502477,5.12104829436583,4.45692665115407,135.234
10,"Vanilla CQR (Joint)","heavy_prot_cens",0.910216718266254,1,0.9362,3.47646331593751,0.591594511681952,2.64158228398595,0.00399999999990541
11,"Cox (Joint)","heavy_prot_cens",0.936110329299184,0.91085003455425,0.9288,3.62399682990983,4.27202063975946,3.81153492048031,5.94899999999961
