"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","homo_cens",0.91049817056009,0.892190739460954,0.9052,4.20311827480421,2.85072768429776,3.81173643791164,0.48899999999999
2,"DFT-adaptive-T (Subgroup)","homo_cens",0.906276386152547,0.872149274360746,0.8964,4.44989989307583,3.01883226643091,4.03574892192479,61.7430000000004
3,"DFT-adaptive-CT (Subgroup)","homo_cens",0.906276386152547,0.872149274360746,0.8964,4.44989989307583,3.01883226643091,4.03574892192479,78.6190000000015
4,"DFT-fixed (Subgroup)","homo_cens",0.916971573318323,0.915687629578438,0.9166,4.06424569667296,2.52932762437834,3.6200404065509,50.8969999999999
5,"Vanilla CQR (Subgroup)","homo_cens",0.901773149451168,0.903248099516241,0.9022,4.20777472842224,2.61629753823455,3.74720122958192,0.00900000000001455
6,"Cox (Subgroup)","homo_cens",0.936954686180692,0.915687629578438,0.9308,3.65711016111515,2.3219812714823,3.2707238604554,8.57000000000062
7,"DFT-adaptive-T (Joint)","homo_cens",0.90233605403884,0.899101589495508,0.9014,4.36814943064118,2.7999561400691,3.91431429234962,276.092
8,"DFT-adaptive-CT (Joint)","homo_cens",0.90233605403884,0.899101589495508,0.9014,4.36814943064118,2.7999561400691,3.91431429234962,296.347000000001
9,"DFT-fixed (Joint)","homo_cens",0.86096256684492,0.791292328956462,0.8408,4.60525372971166,3.21446190773393,4.2027585764313,271.543999999999
10,"Vanilla CQR (Joint)","homo_cens",0.897832817337461,0.884588804422944,0.894,4.13179486989658,2.94880928371221,3.78943884125483,0.00500000000010914
11,"Cox (Joint)","homo_cens",0.945398254995778,0.903248099516241,0.9332,3.54431546639025,2.45753299240736,3.2298006184196,6.33100000000013
