"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","cens_misspec",0.910057471264368,0.909868421052632,0.91,4.62842894241767,2.77456472855876,4.06485422140456,0.865999999999985
2,"DFT-adaptive-T (Subgroup)","cens_misspec",0.909195402298851,0.886842105263158,0.9024,4.57403376091719,2.74137736736152,4.01690621727627,158.132
3,"DFT-adaptive-CT (Subgroup)","cens_misspec",0.909195402298851,0.886842105263158,0.9024,4.57403376091719,2.74137736736152,4.01690621727627,170.926999999999
4,"DFT-fixed (Subgroup)","cens_misspec",0.903448275862069,0.853947368421053,0.8884,4.46925981457069,2.78205225318185,3.95634871590848,148.061999999998
5,"Vanilla CQR (Subgroup)","cens_misspec",0.90948275862069,0.901315789473684,0.907,4.36316893413053,2.65144155679364,3.84280381142012,0.0190000000002328
6,"Cox (Subgroup)","cens_misspec",0.934195402298851,0.914473684210526,0.9282,3.74720325479032,2.33168058190275,3.3168843622325,13.0439999999999
7,"DFT-adaptive-T (Joint)","cens_misspec",0.452586206896552,0.507894736842105,0.4694,9.63184572738215,5.44869871031081,8.36016903419247,211.882
8,"DFT-adaptive-CT (Joint)","cens_misspec",0.452586206896552,0.507894736842105,0.4694,9.63184572738215,5.44869871031081,8.36016903419247,230.089000000001
9,"DFT-fixed (Joint)","cens_misspec",0.645114942528736,0.459210526315789,0.5886,6.01416655105861,4.96672974331355,5.69574576150411,210.258000000001
10,"Vanilla CQR (Joint)","cens_misspec",0.908333333333333,0.916447368421053,0.9108,4.32385643563992,2.66002710805232,3.81805232005329,0.0109999999995125
11,"Cox (Joint)","cens_misspec",0.946264367816092,0.895394736842105,0.9308,3.68992478802794,2.4130188613617,3.3017453863214,5.94800000000032
