"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_prot_cens",0.889080459770115,0.938815789473684,0.9042,4.73988556728846,3.95886843288227,4.50245635842898,0.883999999999986
2,"DFT-adaptive-T (Subgroup)","heavy_prot_cens",0.903448275862069,0.601973684210526,0.8118,4.56201056393818,6.88956394699458,5.26958679238733,56.6589999999997
3,"DFT-adaptive-CT (Subgroup)","heavy_prot_cens",0.903448275862069,0.863157894736842,0.8912,4.56201056393818,2.99113224792438,4.08446355586998,72.2719999999999
4,"DFT-fixed (Subgroup)","heavy_prot_cens",0.9,0.923684210526316,0.9072,4.31737665301177,2.97597327452551,3.90959002595195,52.7110000000011
5,"Vanilla CQR (Subgroup)","heavy_prot_cens",0.875574712643678,0.996052631578947,0.9122,4.65979080421052,1.14150921785228,3.59023320195762,0.0100000000002183
6,"Cox (Subgroup)","heavy_prot_cens",0.938505747126437,0.870394736842105,0.9178,3.66770440298299,4.6095195135336,3.95401619659038,10.3250000000007
7,"DFT-adaptive-T (Joint)","heavy_prot_cens",0.883908045977011,0.786184210526316,0.8542,4.83314869411996,5.79044869678041,5.12416789492874,134.253000000001
8,"DFT-adaptive-CT (Joint)","heavy_prot_cens",0.874425287356322,0.895394736842105,0.8808,4.9515678338968,3.08907177845035,4.38536903304108,152.886
9,"DFT-fixed (Joint)","heavy_prot_cens",0.903448275862069,0.851973684210526,0.8878,4.32370747943679,4.77406670619901,4.4606166843725,132.239
10,"Vanilla CQR (Joint)","heavy_prot_cens",0.875862068965517,1,0.9136,4.11998719745903,0.130824712204216,2.90728180194157,0.00399999999990541
11,"Cox (Joint)","heavy_prot_cens",0.935057471264368,0.917763157894737,0.9298,3.71069647501069,3.67484916308715,3.69979889218593,4.31400000000031
