"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","prot_cens",0.912320916905444,0.931788079470199,0.9182,4.33011665431034,2.52582012609166,3.7852191027883,0.637
2,"DFT-adaptive-T (Subgroup)","prot_cens",0.90945558739255,0.894701986754967,0.905,4.31819441123666,2.85443191067883,3.87613813606819,62.4840000000004
3,"DFT-adaptive-CT (Subgroup)","prot_cens",0.90945558739255,0.894701986754967,0.905,4.31819441123666,2.85307698235446,3.87572894771423,85.6270000000004
4,"DFT-fixed (Subgroup)","prot_cens",0.896561604584527,0.935761589403973,0.9084,4.23293384868501,2.56023287023657,3.72777815319358,54.7260000000006
5,"Vanilla CQR (Subgroup)","prot_cens",0.912320916905444,0.952317880794702,0.9244,4.20823900195745,1.78588816554968,3.4766890493623,0.00900000000001455
6,"Cox (Subgroup)","prot_cens",0.928080229226361,0.937086092715232,0.9308,3.69862951340934,2.40940071946566,3.30928241763835,8.82600000000093
7,"DFT-adaptive-T (Joint)","prot_cens",0.87621776504298,0.920529801324503,0.8896,4.74623344338803,2.58643306746749,4.09397372986003,179.949999999999
8,"DFT-adaptive-CT (Joint)","prot_cens",0.87621776504298,0.920529801324503,0.8896,4.74623344338803,2.58643306746749,4.09397372986003,204.808000000001
9,"DFT-fixed (Joint)","prot_cens",0.881948424068768,0.874834437086093,0.8798,4.49803773160835,2.77686900238815,3.97824477538385,175.868999999999
10,"Vanilla CQR (Joint)","prot_cens",0.896848137535817,0.989403973509934,0.9248,3.93387790849799,1.50768394289654,3.20116733088635,0.00400000000081491
11,"Cox (Joint)","prot_cens",0.938395415472779,0.929801324503311,0.9358,3.74094946354487,2.23843428373664,3.28718987924278,5.45899999999892
