"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","cov_cens",0.922063037249284,0.919867549668874,0.9214,4.25575766071786,2.66468789767853,3.77525459227998,0.469999999999999
2,"DFT-adaptive-T (Subgroup)","cov_cens",0.912607449856733,0.87682119205298,0.9018,4.41917066360802,3.03752287144022,4.00191303037334,66.2849999999999
3,"DFT-adaptive-CT (Subgroup)","cov_cens",0.912607449856733,0.87682119205298,0.9018,4.41917066360802,3.03751247433124,4.00190989044643,86.6819999999971
4,"DFT-fixed (Subgroup)","cov_cens",0.845272206303725,0.901986754966887,0.8624,4.79013685726853,2.76147492311537,4.17748095315427,58.2540000000008
5,"Vanilla CQR (Subgroup)","cov_cens",0.929512893982808,0.915894039735099,0.9254,4.09233467406104,2.68913036645513,3.66856697316406,0.0100000000002183
6,"Cox (Subgroup)","cov_cens",0.915472779369627,0.935761589403973,0.9216,3.94667630998444,2.37931158869916,3.47333216415628,8.71899999999914
7,"DFT-adaptive-T (Joint)","cov_cens",0.888252148997135,0.921192052980132,0.8982,4.68075237465552,2.65460803975342,4.06885678551509,96.887999999999
8,"DFT-adaptive-CT (Joint)","cov_cens",0.888252148997135,0.921192052980132,0.8982,4.68075237465552,2.65460803975342,4.06885678551509,120.027
9,"DFT-fixed (Joint)","cov_cens",0.855300859598854,0.80794701986755,0.841,4.85661213706626,3.17622577125145,4.34913545459019,93.7160000000003
10,"Vanilla CQR (Joint)","cov_cens",0.93323782234957,0.906622516556291,0.9252,3.96400681423749,2.67500986187829,3.57472973462501,0.00500000000101863
11,"Cox (Joint)","cov_cens",0.93352435530086,0.918543046357616,0.929,3.88208968150506,2.46686389592285,3.45469149425923,5.34100000000035
