"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_inter_cens",0.918220946915351,0.912211221122112,0.9164,4.36423810240387,4.3446833559647,4.3583130142328,0.489000000000004
2,"DFT-adaptive-T (Subgroup)","heavy_inter_cens",0.900430416068867,0.85016501650165,0.8852,4.64759303398794,5.34380825749807,4.85854624671151,72.4840000000004
3,"DFT-adaptive-CT (Subgroup)","heavy_inter_cens",0.900430416068867,0.924752475247525,0.9078,4.64759303398794,3.03265576345602,4.15826704101677,91.9570000000003
4,"DFT-fixed (Subgroup)","heavy_inter_cens",0.907317073170732,0.885148514851485,0.9006,4.2664569393746,4.78615230356924,4.42392463472558,66.5440000000008
5,"Vanilla CQR (Subgroup)","heavy_inter_cens",0.909899569583931,0.983498349834984,0.9322,4.27628959994912,1.30794789134856,3.37688206224315,0.0250000000005457
6,"Cox (Subgroup)","heavy_inter_cens",0.932855093256815,0.930693069306931,0.9322,3.69328362468811,3.954035910113,3.77229156717185,8.28799999999956
7,"DFT-adaptive-T (Joint)","heavy_inter_cens",0.898995695839311,0.9003300330033,0.8994,4.58548211334309,4.48282225821957,4.55437617724066,122.186
8,"DFT-adaptive-CT (Joint)","heavy_inter_cens",0.898995695839311,0.932013201320132,0.909,4.58548211334309,3.6051440058373,4.28843966676883,141.699
9,"DFT-fixed (Joint)","heavy_inter_cens",0.909038737446198,0.914191419141914,0.9106,4.28420677940094,4.20295946606525,4.25958884346023,120.145
10,"Vanilla CQR (Joint)","heavy_inter_cens",0.886083213773314,1,0.9206,3.81744497003191,0.438558918599049,2.79364249644775,0.00399999999990541
11,"Cox (Joint)","heavy_inter_cens",0.937159253945481,0.933993399339934,0.9362,3.68498013024982,3.66067469680447,3.67761558391588,4.53999999999996
