"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","surv_misspec",0.957287157287157,0.945276872964169,0.9536,4.11637782575732,3.09998508007127,3.8043452528317,0.676999999999964
2,"DFT-adaptive-T (Subgroup)","surv_misspec",0.920923520923521,0.879478827361563,0.9082,5.13205643688094,8.40231209615585,6.13602492427834,158.909
3,"DFT-adaptive-CT (Subgroup)","surv_misspec",0.922366522366522,0.885342019543974,0.911,5.10776102818082,8.00995824341293,5.99873557325708,192.357999999998
4,"DFT-fixed (Subgroup)","surv_misspec",0.932178932178932,0.95114006514658,0.938,4.86554552220881,5.72255684294492,5.1286479976748,152.790000000001
5,"Vanilla CQR (Subgroup)","surv_misspec",0.945454545454545,0.958957654723127,0.9496,4.40212241390547,4.17917345002095,4.33367708199292,0.0129999999990105
6,"Cox (Subgroup)","surv_misspec",0.921212121212121,0.928990228013029,0.9236,5.17279276738497,5.70384694386009,5.33582639956283,9.77300000000105
7,"DFT-adaptive-T (Joint)","surv_misspec",0.926406926406926,0.906188925081433,0.9202,4.85410798117969,4.28053975110566,4.67802253454696,239.221
8,"DFT-adaptive-CT (Joint)","surv_misspec",0.926984126984127,0.906840390879479,0.9208,4.84270342604513,4.27048277425504,4.66703168594557,264.473
9,"DFT-fixed (Joint)","surv_misspec",0.950649350649351,0.910749185667752,0.9384,4.26744858677234,4.06203796803503,4.20438752681999,236.019
10,"Vanilla CQR (Joint)","surv_misspec",0.942279942279942,0.930944625407166,0.9388,4.4759253683818,3.41787588146657,4.15110417589882,0.00599999999940337
11,"Cox (Joint)","surv_misspec",0.938528138528139,0.867752442996743,0.9168,4.73827444749709,4.54668654030024,4.67945695998765,7.10699999999997
