"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","prot_cens",0.941750358680057,0.944554455445545,0.9426,3.96352461160113,2.32766365516648,3.46785874180143,0.473000000000013
2,"DFT-adaptive-T (Subgroup)","prot_cens",0.92596843615495,0.904290429042904,0.9194,4.19383978881066,2.66925284102284,3.73188994363095,83.9650000000001
3,"DFT-adaptive-CT (Subgroup)","prot_cens",0.92596843615495,0.912211221122112,0.9218,4.19383978881066,2.62764493421111,3.719282747867,108.771999999999
4,"DFT-fixed (Subgroup)","prot_cens",0.934002869440459,0.924092409240924,0.931,3.93657725200817,2.48888101911403,3.49792529344125,74.7670000000016
5,"Vanilla CQR (Subgroup)","prot_cens",0.91506456241033,0.957095709570957,0.9278,4.17280769547798,1.79272282909633,3.45164198096434,0.0120000000006257
6,"Cox (Subgroup)","prot_cens",0.93687230989957,0.928052805280528,0.9342,3.68637993311049,2.45545451098524,3.31340953020654,10.7979999999989
7,"DFT-adaptive-T (Joint)","prot_cens",0.911334289813486,0.911551155115512,0.9114,4.37003132615247,2.62964005308154,3.84269277041198,271.936
8,"DFT-adaptive-CT (Joint)","prot_cens",0.911334289813486,0.911551155115512,0.9114,4.37000871966745,2.62962644976522,3.84267289188707,298.708999999999
9,"DFT-fixed (Joint)","prot_cens",0.91219512195122,0.902970297029703,0.9094,4.16815995441304,2.5885092118111,3.68952577940465,269.884
10,"Vanilla CQR (Joint)","prot_cens",0.916499282639885,0.993399339933993,0.9398,3.84145196296649,1.2752447839369,3.06389118772052,0.00499999999919964
11,"Cox (Joint)","prot_cens",0.944332855093257,0.924752475247525,0.9384,3.72872674284782,2.32605482642725,3.30371715217239,6.17300000000068
