"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","simul_misspec",0.914203730272597,0.927392739273927,0.9182,4.65604230040512,4.0322076911093,4.46702041378848,0.849999999999966
2,"DFT-adaptive-T (Subgroup)","simul_misspec",0.883500717360115,0.891749174917492,0.886,5.26062871361377,5.59291803690406,5.36131237857073,227.704999999998
3,"DFT-adaptive-CT (Subgroup)","simul_misspec",0.883500717360115,0.891749174917492,0.886,5.26062932388577,5.5928533466425,5.36129320278106,257.500999999998
4,"DFT-fixed (Subgroup)","simul_misspec",0.98364418938307,0.985478547854786,0.9842,0.961497025428612,2.3236384674543,1.3742258823624,218.767
5,"Vanilla CQR (Subgroup)","simul_misspec",0.898421807747489,0.953135313531353,0.915,4.91019836209152,3.38520317475791,4.44812482032944,0.0140000000010332
6,"Cox (Subgroup)","simul_misspec",0.891822094691535,0.896369636963696,0.8932,4.9905620259883,4.70719688777026,4.90470238910823,11.9119999999984
7,"DFT-adaptive-T (Joint)","simul_misspec",0.892109038737446,0.887788778877888,0.8908,4.99578546029685,4.65374058583144,4.89214586333383,376.579
8,"DFT-adaptive-CT (Joint)","simul_misspec",0.892109038737446,0.887788778877888,0.8908,4.99578546029685,4.65374058583144,4.89214586333383,402.031000000001
9,"DFT-fixed (Joint)","simul_misspec",0.913342898134864,0.906930693069307,0.9114,4.65436825279621,4.22526701402537,4.52435057744864,373.878000000001
10,"Vanilla CQR (Joint)","simul_misspec",0.886944045911047,0.961056105610561,0.9094,5.03203915086391,3.19076290126249,4.47413244723468,0.00999999999839929
11,"Cox (Joint)","simul_misspec",0.900430416068867,0.881848184818482,0.8948,4.88115837084772,4.59377759894403,4.79408199696091,6.27000000000044
