"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_prot_cens",0.90424622399544,0.978537894030852,0.9264,4.57772090795371,3.22032576007937,4.17294567485758,0.620000000000005
2,"DFT-adaptive-T (Subgroup)","heavy_prot_cens",0.895126816756911,0.898725687458082,0.8962,4.66833517491659,4.64781479820547,4.66221599858134,80.378999999999
3,"DFT-adaptive-CT (Subgroup)","heavy_prot_cens",0.895126816756911,0.847753185781355,0.881,4.66833517491659,3.26825504476983,4.25083128010683,93.9380000000001
4,"DFT-fixed (Subgroup)","heavy_prot_cens",0.943858649187803,0.932260228034876,0.9404,3.91215500269262,3.04715856479307,3.65421306491097,71.387999999999
5,"Vanilla CQR (Subgroup)","heavy_prot_cens",0.903676261043032,0.998658618376928,0.932,4.50582010195348,1.02788623171757,3.46870022184913,0.00799999999981083
6,"Cox (Subgroup)","heavy_prot_cens",0.928469649472784,0.891348088531187,0.9174,3.756875608636,3.96285855146142,3.81829972218654,6.78299999999945
7,"DFT-adaptive-T (Joint)","heavy_prot_cens",0.909375890567113,0.743796109993293,0.86,4.41857779718598,6.2059937652456,4.95158523886136,149.202000000001
8,"DFT-adaptive-CT (Joint)","heavy_prot_cens",0.903106298090624,0.887323943661972,0.8984,4.51411498449273,3.23720370751584,4.13334004169822,160.303
9,"DFT-fixed (Joint)","heavy_prot_cens",0.87603305785124,0.712944332662643,0.8274,4.57879766056036,6.32065603513915,5.09821982785975,140.467000000001
10,"Vanilla CQR (Joint)","heavy_prot_cens",0.897406668566543,1,0.928,3.86749110913773,0.0768388547293426,2.73711860687315,0.0069999999996071
11,"Cox (Joint)","heavy_prot_cens",0.928469649472784,0.89738430583501,0.9192,3.78318970196233,4.45070602859994,3.98224307056566,7.11700000000019
