"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","simul_misspec",0.925330269959793,0.931488801054018,0.9272,4.4394904814866,3.8078297578731,4.24771828579754,0.844999999999999
2,"DFT-adaptive-T (Subgroup)","simul_misspec",0.89862148190695,0.89262187088274,0.8968,4.97893899791512,5.94496595898327,5.27222478329541,209.01
3,"DFT-adaptive-CT (Subgroup)","simul_misspec",0.89862148190695,0.89262187088274,0.8968,4.97893899791512,5.94048640159541,5.27086478967245,237.397000000001
4,"DFT-fixed (Subgroup)","simul_misspec",0.881964388282596,0.930171277997365,0.8966,5.24966661704874,4.34835778997748,4.9760292571499,200.529
5,"Vanilla CQR (Subgroup)","simul_misspec",0.917288914417002,0.946640316205534,0.9262,4.49944236845946,3.68531939442899,4.25227463354381,0.0129999999990105
6,"Cox (Subgroup)","simul_misspec",0.910683515221137,0.913702239789196,0.9116,4.72968127591996,4.73945979859022,4.73265003540265,10.4940000000006
7,"DFT-adaptive-T (Joint)","simul_misspec",0.904078116025273,0.916337285902503,0.9078,4.78900496979358,4.11648311744719,4.58482733542122,284.969000000001
8,"DFT-adaptive-CT (Joint)","simul_misspec",0.904078116025273,0.916337285902503,0.9078,4.78900496979358,4.11648311744719,4.58482733542122,310.415999999999
9,"DFT-fixed (Joint)","simul_misspec",0.888282596209075,0.862977602108037,0.8806,5.12326116670984,5.25395133971377,5.16293870323383,281.923000000001
10,"Vanilla CQR (Joint)","simul_misspec",0.908673176335439,0.957180500658761,0.9234,4.71924997635124,3.26557086379037,4.27791299777776,0.00800000000162981
11,"Cox (Joint)","simul_misspec",0.914129810453762,0.893939393939394,0.908,4.6543526807927,4.513848157894,4.61169550764066,8.09899999999834
