"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","simul_misspec",0.906431054461182,0.944444444444444,0.9182,4.75990699068048,3.61766962252846,4.40627030150062,0.86099999999999
2,"DFT-adaptive-T (Subgroup)","simul_misspec",0.886442641946698,0.900516795865633,0.8908,5.20317645688426,5.50685422222233,5.29719509303292,120.083
3,"DFT-adaptive-CT (Subgroup)","simul_misspec",0.886442641946698,0.902454780361757,0.8914,5.2031782372624,5.49639972558383,5.29395961004671,145.428
4,"DFT-fixed (Subgroup)","simul_misspec",0.879779837775203,0.931524547803618,0.8958,5.22628708257405,4.81367156365215,5.09854131791583,113.17
5,"Vanilla CQR (Subgroup)","simul_misspec",0.878331402085747,0.950904392764858,0.9008,5.3056803033122,3.43076454923769,4.72520638585073,0.0189999999997781
6,"Cox (Subgroup)","simul_misspec",0.892236384704519,0.89922480620155,0.8944,5.0107185617597,4.95536650745956,4.99358156574838,10.1210000000001
7,"DFT-adaptive-T (Joint)","simul_misspec",0.862688296639629,0.882428940568475,0.8688,5.5711139948563,4.85581384876974,5.3496570696279,371.095
8,"DFT-adaptive-CT (Joint)","simul_misspec",0.862688296639629,0.882428940568475,0.8688,5.5711139948563,4.85581384876974,5.3496570696279,398.573999999999
9,"DFT-fixed (Joint)","simul_misspec",0.98928157589803,0.998062015503876,0.992,0.866034924811574,0.432852916612832,0.731921775073244,368.147
10,"Vanilla CQR (Joint)","simul_misspec",0.878621089223638,0.944444444444444,0.899,5.32376243742592,3.49020555403381,4.75609322632772,0.00799999999981083
11,"Cox (Joint)","simul_misspec",0.898609501738123,0.875968992248062,0.8916,4.8963676801455,4.69017490130815,4.83253039581746,5.56800000000021
