"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","cov_cens",0.922363847045191,0.917958656330749,0.921,4.30540643849659,2.7632638463782,3.82795909197674,0.492999999999995
2,"DFT-adaptive-T (Subgroup)","cov_cens",0.914252607184241,0.908268733850129,0.9124,4.36963811701992,2.89327096161986,3.91255484570806,120.256
3,"DFT-adaptive-CT (Subgroup)","cov_cens",0.914252607184241,0.908268733850129,0.9124,4.36960858541982,2.89327096161986,3.91253445709135,150.796
4,"DFT-fixed (Subgroup)","cov_cens",0.9058516801854,0.985142118863049,0.9304,4.39293136468334,0.527338949813816,3.19614395303973,115.917
5,"Vanilla CQR (Subgroup)","cov_cens",0.918018539976825,0.907622739018088,0.9148,4.19320440046072,2.69547432712005,3.72950716975445,0.00999999999999091
6,"Cox (Subgroup)","cov_cens",0.916280417149479,0.916020671834625,0.9162,4.13934214689725,2.4776632103973,3.62488634815686,5.82400000000007
7,"DFT-adaptive-T (Joint)","cov_cens",0.889049826187717,0.883720930232558,0.8874,4.72637320391456,3.04451226173171,4.20566905621475,189.82
8,"DFT-adaptive-CT (Joint)","cov_cens",0.88991888760139,0.884366925064599,0.8882,4.71488310836778,3.03711087058645,4.19544482355068,224
9,"DFT-fixed (Joint)","cov_cens",0.912804171494786,0.886304909560723,0.9046,4.31875936629735,2.91701805951796,3.88478025771845,188.877
10,"Vanilla CQR (Joint)","cov_cens",0.927867902665122,0.92312661498708,0.9264,4.05192965571086,2.54178070468573,3.58438754047348,0.00499999999999545
11,"Cox (Joint)","cov_cens",0.931923522595597,0.897286821705426,0.9212,3.87905679818632,2.69715193174332,3.51313905153557,3.22399999999993
