"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","prot_cens",0.909907300115875,0.929586563307494,0.916,4.35059001212538,2.5713346891256,3.79973256412464,0.631999999999977
2,"DFT-adaptive-T (Subgroup)","prot_cens",0.913093858632677,0.906976744186046,0.9112,4.34662392502924,2.91443366762407,3.9032178213366,75.5819999999999
3,"DFT-adaptive-CT (Subgroup)","prot_cens",0.913093858632677,0.906976744186046,0.9112,4.34659995674391,2.91442468589444,3.90319849288891,105.267
4,"DFT-fixed (Subgroup)","prot_cens",0.913093858632677,0.898578811369509,0.9086,4.1075376938295,2.7679552508414,3.69280296948038,69.913
5,"Vanilla CQR (Subgroup)","prot_cens",0.882387022016222,0.949612403100775,0.9032,4.51188705396193,1.94168979910514,3.71615398385827,0.0100000000002183
6,"Cox (Subgroup)","prot_cens",0.937137891077636,0.910206718346253,0.9288,3.72420347117525,2.67133729532787,3.3982361031329,6.47000000000003
7,"DFT-adaptive-T (Joint)","prot_cens",0.886152954808807,0.918604651162791,0.8962,4.68712188648437,2.73706562024439,4.08338446645647,221.84
8,"DFT-adaptive-CT (Joint)","prot_cens",0.886152954808807,0.918604651162791,0.8962,4.68712188648437,2.73706562024439,4.08338446645647,261.258
9,"DFT-fixed (Joint)","prot_cens",0.915701042873696,0.916020671834625,0.9158,4.26815929366211,2.66155552680543,3.77075476744328,219.302
10,"Vanilla CQR (Joint)","prot_cens",0.919177288528389,0.985142118863049,0.9396,3.91680213813113,1.49235478280386,3.16619323692181,0.0630000000001019
11,"Cox (Joint)","prot_cens",0.936558516801854,0.914728682170543,0.9298,3.79470995539515,2.46784190630182,3.38391160739586,4.18899999999996
