"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","surv_misspec",0.960367604824813,0.94137022397892,0.9546,4.00510771632756,3.77623194161839,3.93562103112586,0.735999999999997
2,"DFT-adaptive-T (Subgroup)","surv_misspec",0.892877656519242,0.906455862977602,0.897,5.66529539549388,6.82689641816518,6.01795746597689,60.1620000000003
3,"DFT-adaptive-CT (Subgroup)","surv_misspec",0.893164847788627,0.906455862977602,0.8972,5.65425466496855,6.81186603580065,6.00570547715318,86.3279999999995
4,"DFT-fixed (Subgroup)","surv_misspec",0.915278575531304,0.957839262187088,0.9282,5.20998405215441,4.041065534605,4.85510039022641,51.9359999999997
5,"Vanilla CQR (Subgroup)","surv_misspec",0.921883974727168,0.94729907773386,0.9296,4.86454938973427,4.41711848717458,4.72870936771715,0.0119999999997162
6,"Cox (Subgroup)","surv_misspec",0.895749569213096,0.928194993412385,0.9056,5.62775239982948,5.64227514745954,5.63216150600997,8.97699999999986
7,"DFT-adaptive-T (Joint)","surv_misspec",0.920448018380241,0.89262187088274,0.912,4.95601527575868,4.70367678957781,4.87940531135417,257.853
8,"DFT-adaptive-CT (Joint)","surv_misspec",0.920735209649627,0.893939393939394,0.9126,4.94840104983898,4.69645024653136,4.87190878595478,280.908
9,"DFT-fixed (Joint)","surv_misspec",0.908385985066054,0.889328063241107,0.9026,5.18862029091634,4.69528098665635,5.03884247814301,254.228999999999
10,"Vanilla CQR (Joint)","surv_misspec",0.939977024698449,0.923583662714098,0.935,4.54166944723487,3.53864448260416,4.23715106797299,0.00600000000031287
11,"Cox (Joint)","surv_misspec",0.915278575531304,0.865612648221344,0.9002,5.09550100536422,4.79394122424047,5.00394745581505,5.9350000000004
