"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_inter_cens",0.905008635578584,0.893840104849279,0.9016,4.48941254504211,4.59312707985141,4.52106622106591,0.652999999999992
2,"DFT-adaptive-T (Subgroup)","heavy_inter_cens",0.898675877950489,0.87221494102228,0.8906,4.52677045649707,5.06867204058426,4.69215881996048,67.018
3,"DFT-adaptive-CT (Subgroup)","heavy_inter_cens",0.898675877950489,0.908256880733945,0.9016,4.52677045649707,3.06192870973919,4.07970075538657,85.4790000000003
4,"DFT-fixed (Subgroup)","heavy_inter_cens",0.932354634427173,0.877457404980341,0.9156,3.97925232242971,4.4397217207006,4.11978758278199,61.9799999999998
5,"Vanilla CQR (Subgroup)","heavy_inter_cens",0.907311456534254,0.975098296199214,0.928,4.42202230299593,1.45017524298235,3.51501458027978,0.00900000000024193
6,"Cox (Subgroup)","heavy_inter_cens",0.941278065630397,0.912844036697248,0.9326,3.66101181619992,3.9819824053758,3.7589720400164,9.15599999999995
7,"DFT-adaptive-T (Joint)","heavy_inter_cens",0.892918825561313,0.881389252948886,0.8894,4.61076995164343,4.77653012971444,4.6613599579907,116.945
8,"DFT-adaptive-CT (Joint)","heavy_inter_cens",0.891479562464018,0.913499344692005,0.8982,4.62654853823916,3.45488272639531,4.26895613246441,136.13
9,"DFT-fixed (Joint)","heavy_inter_cens",0.901842256764537,0.899737876802097,0.9012,4.25303570916972,4.25022410910522,4.25217760883004,115.528
10,"Vanilla CQR (Joint)","heavy_inter_cens",0.917962003454231,1,0.943,3.76915363716145,0.0437306107269376,2.63215452949364,0.00399999999990541
11,"Cox (Joint)","heavy_inter_cens",0.93811168681635,0.928571428571429,0.9352,3.67391989554547,3.72742670053969,3.69025017242971,3.38499999999999
