"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","cens_misspec",0.900690846286701,0.891874180865007,0.898,4.94573434928025,3.0878214198831,4.37869932322824,1.018
2,"DFT-adaptive-T (Subgroup)","cens_misspec",0.900402993667242,0.899737876802097,0.9002,4.86363081358607,2.88510005695917,4.25978322666354,121.793
3,"DFT-adaptive-CT (Subgroup)","cens_misspec",0.900402993667242,0.899737876802097,0.9002,4.86363081358607,2.88510005695917,4.25978322666354,134.953
4,"DFT-fixed (Subgroup)","cens_misspec",0.892630972941854,0.893840104849279,0.893,4.55296777799194,2.76022072322322,4.00582137687652,114.944000000001
5,"Vanilla CQR (Subgroup)","cens_misspec",0.895509499136442,0.876146788990826,0.8896,4.59509046582729,2.77177774893917,4.03861542463304,0.00999999999976353
6,"Cox (Subgroup)","cens_misspec",0.941278065630397,0.923328964613368,0.9358,3.83412887085488,2.51206860847768,3.43063607877736,8.47400000000016
7,"DFT-adaptive-T (Joint)","cens_misspec",0.865860679332182,0.891874180865007,0.8738,5.3369824026997,3.02771758508173,4.63219478036269,280.636
8,"DFT-adaptive-CT (Joint)","cens_misspec",0.865860679332182,0.891874180865007,0.8738,5.3369824026997,3.02771758508173,4.63219478036269,296.119
9,"DFT-fixed (Joint)","cens_misspec",0.951065054691998,0.954128440366973,0.952,3.7512975392256,2.28979169229377,3.305245954742,276.665
10,"Vanilla CQR (Joint)","cens_misspec",0.910189982728843,0.895806028833552,0.9058,4.28220319101132,2.8221970249945,3.83660930914299,0.00900000000001455
11,"Cox (Joint)","cens_misspec",0.945020149683362,0.917431192660551,0.9366,3.87177464180237,2.44871173250707,3.43745584188545,5.54999999999973
