"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","cens_misspec",0.909116488463703,0.921853388658368,0.9128,4.69725369948988,2.69923489285023,4.11942666060969,1.00099999999998
2,"DFT-adaptive-T (Subgroup)","cens_misspec",0.902082160945414,0.840248962655602,0.8842,4.83873160716375,3.3568654734251,4.41017592128653,170.031
3,"DFT-adaptive-CT (Subgroup)","cens_misspec",0.902082160945414,0.840248962655602,0.8842,4.83873160716375,3.3568654734251,4.41017592128653,188.718
4,"DFT-fixed (Subgroup)","cens_misspec",0.905177265053461,0.927385892116183,0.9116,4.37520528110143,2.60147528698269,3.86224256680229,166.476
5,"Vanilla CQR (Subgroup)","cens_misspec",0.904895891952729,0.914246196403873,0.9076,4.37056291934466,2.51781241807088,3.83474747437628,0.0470000000000255
6,"Cox (Subgroup)","cens_misspec",0.935284186831739,0.930843706777317,0.934,3.79239374017035,2.37871948315661,3.38355914504198,9.60400000000027
7,"DFT-adaptive-T (Joint)","cens_misspec",0.973550928531232,0.964038727524205,0.9708,3.41691082496116,2.11579590862072,3.0406283911555,245.406
8,"DFT-adaptive-CT (Joint)","cens_misspec",0.973550928531232,0.964038727524205,0.9708,3.41691082496116,2.11579590862072,3.0406283911555,261.357
9,"DFT-fixed (Joint)","cens_misspec",0.967360720315138,0.95643153526971,0.9642,3.46967551219964,2.32720307074363,3.13927248213056,241.798
10,"Vanilla CQR (Joint)","cens_misspec",0.907709622960045,0.921161825726141,0.9116,4.29076874321818,2.44364933333636,3.75658180988036,0.00599999999985812
11,"Cox (Joint)","cens_misspec",0.948227349465391,0.91701244813278,0.9392,3.71356439382539,2.40325827080108,3.33462386304676,4.71200000000022
