"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","simul_misspec",0.91389983117614,0.923236514522822,0.9166,4.49137758574678,3.9754311920051,4.34216588867669,0.830000000000041
2,"DFT-adaptive-T (Subgroup)","simul_misspec",0.894485087225661,0.908022130013831,0.8984,4.91786356084585,5.06780915432971,4.96122782648138,80.6939999999995
3,"DFT-adaptive-CT (Subgroup)","simul_misspec",0.894485087225661,0.910096818810512,0.899,4.91786356084585,4.99479973679982,4.94011350293174,104.819999999999
4,"DFT-fixed (Subgroup)","simul_misspec",0.92656162070906,0.998616874135546,0.9474,4.24554970014318,1.25807063930353,3.38157075574835,74.7629999999995
5,"Vanilla CQR (Subgroup)","simul_misspec",0.901800787844682,0.94536652835408,0.9144,4.70270176906961,3.3763072705326,4.3191084800927,0.0109999999999673
6,"Cox (Subgroup)","simul_misspec",0.900956668542487,0.915629322268326,0.9052,4.7528307250807,4.44315711118573,4.66327311594227,7.47500000000036
7,"DFT-adaptive-T (Joint)","simul_misspec",0.933595948227349,0.87551867219917,0.9168,4.09575584429574,4.88576439337112,4.32422631668834,325.155
8,"DFT-adaptive-CT (Joint)","simul_misspec",0.933595948227349,0.87551867219917,0.9168,4.09571092959917,4.88571081531773,4.32417889654897,348.637
9,"DFT-fixed (Joint)","simul_misspec",0.972144063027575,0.989626556016598,0.9772,0.778830371502709,0.224775368097723,0.618597664517987,323.074
10,"Vanilla CQR (Joint)","simul_misspec",0.897580191333708,0.944674965421853,0.9112,4.81515545972443,3.25549497721063,4.36410164818144,0.00700000000006185
11,"Cox (Joint)","simul_misspec",0.911930219471019,0.892807745504841,0.9064,4.53713259391896,4.58027149628612,4.54960836448354,5.9369999999999
