"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","surv_misspec",0.949352841868317,0.969571230982019,0.9552,4.40536512829842,2.49835672308136,3.85385829750965,0.495999999999981
2,"DFT-adaptive-T (Subgroup)","surv_misspec",0.888294879009567,0.91701244813278,0.8966,5.73234754286553,6.22059172575673,5.87354776055766,86.4449999999999
3,"DFT-adaptive-CT (Subgroup)","surv_misspec",0.888294879009567,0.91701244813278,0.8966,5.72846546429269,6.193912816755,5.86307283862479,106.959
4,"DFT-fixed (Subgroup)","surv_misspec",0.925436128306134,0.948824343015214,0.9322,4.99629982276331,5.40936359552107,5.11575786584485,78.99
5,"Vanilla CQR (Subgroup)","surv_misspec",0.921496904895892,0.941217150760719,0.9272,4.87656287998022,4.02575182578687,4.6305083231075,0.0080000000000382
6,"Cox (Subgroup)","surv_misspec",0.892234102419809,0.930843706777317,0.9034,5.59125483001448,5.71901931437824,5.62820431889248,6.65699999999993
7,"DFT-adaptive-T (Joint)","surv_misspec",0.902644907146877,0.820193637621023,0.8788,5.26918980214484,5.61999157046157,5.37064167354204,221.554
8,"DFT-adaptive-CT (Joint)","surv_misspec",0.904051772650535,0.820193637621023,0.8798,5.25770886867641,5.60774628195681,5.3589396885971,245.228
9,"DFT-fixed (Joint)","surv_misspec",0.938660664040518,0.899031811894882,0.9272,4.52814098081633,4.44235000740728,4.50333023130643,220.795
10,"Vanilla CQR (Joint)","surv_misspec",0.928812605514913,0.911479944674965,0.9238,4.71462234605785,3.43312256420128,4.34401260914493,0.00500000000010914
11,"Cox (Joint)","surv_misspec",0.909397861564434,0.844398340248963,0.8906,5.14232770815672,4.99128761377452,5.09864691286139,4.98099999999999
