"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","prot_cens",0.90151941474395,0.968188105117566,0.9208,4.61405407890007,2.08638191768954,3.88305128987798,0.466999999999985
2,"DFT-adaptive-T (Subgroup)","prot_cens",0.892234102419809,0.928769017980636,0.9028,4.71123536464462,2.55142220890523,4.08661740000479,68.9440000000001
3,"DFT-adaptive-CT (Subgroup)","prot_cens",0.892234102419809,0.929460580912863,0.903,4.71123536464462,2.54222245662305,4.08395683164478,91.3050000000001
4,"DFT-fixed (Subgroup)","prot_cens",0.885199774901519,0.925311203319502,0.8968,4.42017326581172,2.48523618672231,3.86058946253906,65.8430000000001
5,"Vanilla CQR (Subgroup)","prot_cens",0.901800787844682,0.967496542185339,0.9208,4.47921013861292,1.67569567336468,3.66843375526313,0.00499999999999545
6,"Cox (Subgroup)","prot_cens",0.932189082723692,0.93222683264177,0.9322,3.79886297745225,2.43040209933486,3.4031040915007,4.02999999999986
7,"DFT-adaptive-T (Joint)","prot_cens",0.896173325830051,0.913554633471646,0.9012,4.71939226453415,2.62490543432956,4.11366667323898,100.699
8,"DFT-adaptive-CT (Joint)","prot_cens",0.896454698930782,0.913554633471646,0.9014,4.71842978976841,2.62437011005444,4.11282773039513,127.243
9,"DFT-fixed (Joint)","prot_cens",0.89786156443444,0.869294605809129,0.8896,4.29491910626846,2.70941754970823,3.83639205611124,99.539
10,"Vanilla CQR (Joint)","prot_cens",0.91389983117614,0.991009681881051,0.9362,4.06220545829875,1.18762975959747,3.23087816623434,0.0040000000000191
11,"Cox (Joint)","prot_cens",0.941474395047833,0.91701244813278,0.9344,3.80046561083775,2.36074891229027,3.38409954161782,2.46100000000001
