"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","surv_misspec",0.950900639163277,0.939666238767651,0.9474,4.47485826924644,3.07661433339815,4.03916545883611,0.865
2,"DFT-adaptive-T (Subgroup)","surv_misspec",0.890180127832655,0.890243902439024,0.8902,5.83379347837083,6.56245578433394,6.06084465290893,60.6239999999998
3,"DFT-adaptive-CT (Subgroup)","surv_misspec",0.890470656595003,0.890243902439024,0.8904,5.82815275452403,6.53928753530807,6.04974235221633,77.2250000000001
4,"DFT-fixed (Subgroup)","surv_misspec",0.933759442184776,0.938382541720154,0.9352,4.94037753023215,4.1487226660827,4.69369787456318,52.8240000000001
5,"Vanilla CQR (Subgroup)","surv_misspec",0.92068564787914,0.952503209242619,0.9306,5.00669301365121,3.99145285048311,4.69034417880803,0.00699999999983447
6,"Cox (Subgroup)","surv_misspec",0.898024404416037,0.923620025673941,0.906,5.64165659381767,5.30705277565012,5.53739404407666,8.85400000000004
7,"DFT-adaptive-T (Joint)","surv_misspec",0.91719930273097,0.84403080872914,0.8944,5.2485541329531,4.9658268051464,5.16045629760853,211.981
8,"DFT-adaptive-CT (Joint)","surv_misspec",0.917780360255665,0.844672657252888,0.895,5.24364485050703,4.96118197425636,5.15562941826732,233.749
9,"DFT-fixed (Joint)","surv_misspec",0.953515398024404,0.893453145057766,0.9348,4.40416485396263,4.21231307045468,4.34438383822156,208.559
10,"Vanilla CQR (Joint)","surv_misspec",0.931725740848344,0.910141206675225,0.925,4.78909714954494,3.50384879375124,4.38861376187962,0.01299999999992
11,"Cox (Joint)","surv_misspec",0.923881464264962,0.841463414634146,0.8982,5.12350534194786,4.89690486208497,5.05289663242259,4.7349999999999
