"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","surv_misspec",0.956861609727852,0.944372574385511,0.953,4.23659242488185,3.07881218783293,3.87860677558632,0.770000000000003
2,"DFT-adaptive-T (Subgroup)","surv_misspec",0.892298784018529,0.885510996119017,0.8902,5.68522682533824,7.33213645288509,6.19445128217572,144.832
3,"DFT-adaptive-CT (Subgroup)","surv_misspec",0.892588303416329,0.890038809831824,0.8918,5.68081376732975,7.10112094854704,6.11997274776213,160.184000000001
4,"DFT-fixed (Subgroup)","surv_misspec",0.895773016792125,0.956662354463131,0.9146,5.63447034794184,5.63791768107231,5.63553626334578,135.633
5,"Vanilla CQR (Subgroup)","surv_misspec",0.919803126809496,0.926908150064683,0.922,4.93054134802985,4.50051511129273,4.79757723563073,0.00900000000001455
6,"Cox (Subgroup)","surv_misspec",0.895193977996526,0.902975420439845,0.8976,5.65163822817315,6.0406378969326,5.77191692575357,11.6739999999991
7,"DFT-adaptive-T (Joint)","surv_misspec",0.924435437174291,0.871927554980595,0.9082,4.88714374330499,4.64921969464432,4.81357762745911,233.218000000001
8,"DFT-adaptive-CT (Joint)","surv_misspec",0.924435437174291,0.871927554980595,0.9082,4.88677028363534,4.64886441635858,4.81320978947336,252.394000000002
9,"DFT-fixed (Joint)","surv_misspec",0.918645049218298,0.902328589909444,0.9136,4.96647631578323,4.30095797824916,4.76069804581769,227.297
10,"Vanilla CQR (Joint)","surv_misspec",0.924145917776491,0.910090556274256,0.9198,4.83253250053194,3.78562894618831,4.50882992152889,0.00500000000101863
11,"Cox (Joint)","surv_misspec",0.920092646207296,0.849288486416559,0.8982,5.06319571342131,4.80852598457138,4.98445183326091,5.99299999999857
