"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_inter_cens",0.925385934819897,0.914780292942743,0.9222,4.21703505445902,4.45689641137348,4.28908940607613,0.478999999999999
2,"DFT-adaptive-T (Subgroup)","heavy_inter_cens",0.918810748999428,0.926098535286285,0.921,4.29295210377967,4.20849259136996,4.26758046625179,71.8850000000002
3,"DFT-adaptive-CT (Subgroup)","heavy_inter_cens",0.918810748999428,0.911451398135819,0.9166,4.29295210377967,3.01827797975146,3.91003999692159,95.7170000000006
4,"DFT-fixed (Subgroup)","heavy_inter_cens",0.904802744425386,0.990679094540613,0.9306,4.33525229177929,0.479904990792275,3.17710596256279,64.646999999999
5,"Vanilla CQR (Subgroup)","heavy_inter_cens",0.916237850200114,0.978029294274301,0.9348,4.24757490914511,1.37122016305455,3.38351794341951,0.011000000000422
6,"Cox (Subgroup)","heavy_inter_cens",0.935963407661521,0.939414114513981,0.937,3.683119585474,3.83798247901357,3.72964039869329,11.5010000000002
7,"DFT-adaptive-T (Joint)","heavy_inter_cens",0.915951972555746,0.929427430093209,0.92,4.35163271656961,4.20786932621717,4.30844619410774,247.859
8,"DFT-adaptive-CT (Joint)","heavy_inter_cens",0.91538021726701,0.949400798934754,0.9256,4.36711487955415,3.14946323741166,4.00133232625454,269.425000000001
9,"DFT-fixed (Joint)","heavy_inter_cens",0.869925671812464,0.921438082556591,0.8854,4.56074562676272,1.58511652068406,3.66686664329669,244.637000000001
10,"Vanilla CQR (Joint)","heavy_inter_cens",0.920811892510006,1,0.9446,3.72547008294958,0.0198443313768796,2.61230010717714,0.00599999999940337
11,"Cox (Joint)","heavy_inter_cens",0.934819897084048,0.946737683089214,0.9384,3.68405432273064,3.63106227535442,3.66813551169882,7.63999999999942
