"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","heavy_prot_cens",0.925385934819897,0.979360852197071,0.9416,4.22444897302234,2.95701457203718,3.84371167896639,0.671999999999997
2,"DFT-adaptive-T (Subgroup)","heavy_prot_cens",0.918810748999428,0.8508655126498,0.8984,4.29295210377967,5.4008710430058,4.6257709531232,75.0679999999993
3,"DFT-adaptive-CT (Subgroup)","heavy_prot_cens",0.918810748999428,0.942743009320905,0.926,4.29295210377967,2.81493142285627,3.84895469123028,96.5059999999994
4,"DFT-fixed (Subgroup)","heavy_prot_cens",0.904802744425386,0.940079893475366,0.9154,4.33525229177929,3.11189282483244,3.96775510790846,68.8080000000009
5,"Vanilla CQR (Subgroup)","heavy_prot_cens",0.916237850200114,0.998002663115846,0.9408,4.24757490914511,1.04767076279348,3.28632370358108,0.00799999999981083
6,"Cox (Subgroup)","heavy_prot_cens",0.935963407661521,0.932756324900133,0.935,3.683119585474,3.45922815311628,3.61586259919374,8.27499999999964
7,"DFT-adaptive-T (Joint)","heavy_prot_cens",0.918810748999428,0.873501997336884,0.9052,4.30980292388937,4.91742105501677,4.49233141048004,188.263999999997
8,"DFT-adaptive-CT (Joint)","heavy_prot_cens",0.916809605488851,0.931424766977364,0.9212,4.34826782424571,3.02331892995479,3.95025317640072,208.967999999997
9,"DFT-fixed (Joint)","heavy_prot_cens",0.911949685534591,0.881491344873502,0.9028,4.22190220956878,4.68243392431534,4.36024593667865,184.168
10,"Vanilla CQR (Joint)","heavy_prot_cens",0.920811892510006,1,0.9446,3.72547008294958,0.01984433137688,2.61230010717714,0.00599999999940337
11,"Cox (Joint)","heavy_prot_cens",0.935391652372784,0.927430093209055,0.933,3.71784579779275,4.0100629985072,3.80562784488737,6.41400000000067
