"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","homo_cens",0.894329896907217,0.924403183023873,0.9034,4.55924533797045,2.52163952079867,3.94470342351144,0.47999999999999
2,"DFT-adaptive-T (Subgroup)","homo_cens",0.893470790378007,0.901193633952255,0.8958,4.41524016838314,2.74764298887946,3.91229285904483,87.9789999999994
3,"DFT-adaptive-CT (Subgroup)","homo_cens",0.893470790378007,0.901193633952255,0.8958,4.41524016838314,2.74764298887946,3.91229285904483,101.569000000001
4,"DFT-fixed (Subgroup)","homo_cens",0.912943871706758,0.906498673740053,0.911,4.15731239692837,2.51865783272224,3.6630941803638,74.0939999999991
5,"Vanilla CQR (Subgroup)","homo_cens",0.904066437571592,0.921750663129973,0.9094,4.29494154779168,2.55672009414603,3.77069395737215,0.00900000000001455
6,"Cox (Subgroup)","homo_cens",0.920389461626575,0.946949602122016,0.9284,3.98255385131143,2.13418229407625,3.4250849896493,10.9669999999987
7,"DFT-adaptive-T (Joint)","homo_cens",0.900916380297824,0.885278514588859,0.8962,4.46121043409294,2.86339626511339,3.97930968072871,143.946000000002
8,"DFT-adaptive-CT (Joint)","homo_cens",0.900916380297824,0.885278514588859,0.8962,4.46121043409294,2.86339626511339,3.97930968072871,162.852000000003
9,"DFT-fixed (Joint)","homo_cens",0.849369988545246,0.773209549071618,0.8264,4.79469969386392,3.29603082555092,4.34270116318072,137.804000000002
10,"Vanilla CQR (Joint)","homo_cens",0.905211912943872,0.935013262599469,0.9142,4.12065269512593,2.49152434316414,3.62930758417425,0.00599999999940337
11,"Cox (Joint)","homo_cens",0.943871706758305,0.916445623342175,0.9356,3.71011027132198,2.45436865827,3.33137860082551,6.57000000000153
