"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","homo_cens",0.903521328371028,0.930988719309887,0.9118,4.46054381160984,2.43081042601364,3.84878216919115,0.516999999999996
2,"DFT-adaptive-T (Subgroup)","homo_cens",0.896936730604065,0.936297279362973,0.9088,4.57482220476968,2.51686779416604,3.95455474541374,101.012999999999
3,"DFT-adaptive-CT (Subgroup)","homo_cens",0.896936730604065,0.936297279362973,0.9088,4.57482220476968,2.51686779416604,3.95455474541374,121.226999999999
4,"DFT-fixed (Subgroup)","homo_cens",0.887775551102204,0.91506303915063,0.896,4.44368679060849,2.46170478868682,3.84631741522929,94.523000000001
5,"Vanilla CQR (Subgroup)","homo_cens",0.902948754652162,0.928334439283344,0.9106,4.44319265214021,2.44574513218122,3.84116196962457,0.00799999999799184
6,"Cox (Subgroup)","homo_cens",0.917263097623819,0.938951559389516,0.9238,3.91334221240148,2.1176339598859,3.37211574509328,9.01400000000103
7,"DFT-adaptive-T (Joint)","homo_cens",0.893501288290868,0.909754479097545,0.8984,4.57955768566617,2.64032553544906,3.99507311559073,151.981
8,"DFT-adaptive-CT (Joint)","homo_cens",0.893501288290868,0.909754479097545,0.8984,4.57955768566617,2.64032553544906,3.99507311559073,175.283000000001
9,"DFT-fixed (Joint)","homo_cens",0.927569424563413,0.94293297942933,0.9322,4.128546750798,2.28862177896227,3.57399336428671,149.07
10,"Vanilla CQR (Joint)","homo_cens",0.901517320354996,0.913072329130723,0.905,4.33621248040679,2.62449352284023,3.82030038659623,0.00400000000081491
11,"Cox (Joint)","homo_cens",0.93730317778414,0.917717319177173,0.9314,3.7431046707719,2.30880499649078,3.31080674894357,5.03800000000047
