"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","simul_misspec",0.912109934154022,0.953550099535501,0.9246,4.77738808621956,3.29990658031161,4.3320751603389,0.841000000000008
2,"DFT-adaptive-T (Subgroup)","simul_misspec",0.904380188949327,0.896483078964831,0.902,4.92011205665806,5.28866774471372,5.03119474103803,150.710000000001
3,"DFT-adaptive-CT (Subgroup)","simul_misspec",0.904380188949327,0.896483078964831,0.902,4.92011385840879,5.2831707897857,5.02953921752579,169.110000000001
4,"DFT-fixed (Subgroup)","simul_misspec",0.884340108789007,0.919044459190445,0.8948,5.38945161267081,4.65891008179339,5.16926639526436,137.476000000001
5,"Vanilla CQR (Subgroup)","simul_misspec",0.892069853993702,0.966821499668215,0.9146,5.14636550290883,2.79542109935042,4.43779085967633,0.0120000000006257
6,"Cox (Subgroup)","simul_misspec",0.900372172917263,0.895819508958195,0.899,5.04271767792296,4.71126005050796,4.94281634902008,11.646999999999
7,"DFT-adaptive-T (Joint)","simul_misspec",0.919553392499284,0.891838088918381,0.9112,4.70264421307372,4.52468186996868,4.64900636286186,310.496999999999
8,"DFT-adaptive-CT (Joint)","simul_misspec",0.919553392499284,0.891838088918381,0.9112,4.70264421307372,4.52468186996868,4.64900636286186,331.691999999999
9,"DFT-fixed (Joint)","simul_misspec",0.905239049527627,0.866622428666224,0.8936,4.94823771138704,4.98159481090473,4.95829154118167,304.028
10,"Vanilla CQR (Joint)","simul_misspec",0.92098482679645,0.946250829462508,0.9286,4.4992208280732,3.44681473624137,4.18202563199509,0.00900000000001455
11,"Cox (Joint)","simul_misspec",0.914400229029488,0.88122096881221,0.9044,4.77019097698759,4.6195095626036,4.72477559869226,7.97699999999895
