"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","homo_cens",0.897941680960549,0.94340878828229,0.9116,4.70539582347723,2.34261042844043,3.99561509080818,0.653999999999996
2,"DFT-adaptive-T (Subgroup)","homo_cens",0.908233276157804,0.932090545938748,0.9154,4.51494608695241,2.46067381218579,3.89784269561252,63.6660000000002
3,"DFT-adaptive-CT (Subgroup)","homo_cens",0.909090909090909,0.932090545938748,0.916,4.51083660895752,2.46067381218579,3.8949677048073,87.3879999999999
4,"DFT-fixed (Subgroup)","homo_cens",0.940251572327044,0.916111850865513,0.933,4.00451721862941,2.51786730334327,3.55792758407745,57.737000000001
5,"Vanilla CQR (Subgroup)","homo_cens",0.903087478559177,0.910119840213049,0.9052,4.46222411997174,2.54506382964342,3.88630916875711,0.00799999999981083
6,"Cox (Subgroup)","homo_cens",0.93767867352773,0.92676431424767,0.9344,3.82762675313638,2.31305430331215,3.37264918920918,7.55599999999868
7,"DFT-adaptive-T (Joint)","homo_cens",0.917953116066324,0.913448735019973,0.9166,4.46749933718288,2.63827333946183,3.91799984746747,84.0470000000005
8,"DFT-adaptive-CT (Joint)","homo_cens",0.917953116066324,0.913448735019973,0.9166,4.46749933718288,2.63827333946183,3.91799984746747,105.224999999999
9,"DFT-fixed (Joint)","homo_cens",0.939108061749571,0.915446071904128,0.932,4.10494382857293,2.51657877727499,3.62779896716303,81.3550000000005
10,"Vanilla CQR (Joint)","homo_cens",0.902229845626072,0.942743009320905,0.9144,4.38417369012772,2.282894222884,3.75294933816771,0.00500000000010914
11,"Cox (Joint)","homo_cens",0.951972555746141,0.904793608521971,0.9378,3.73089424181437,2.45005985355953,3.34613159158262,5.37899999999991
