"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","prot_cens",0.901372212692967,0.964713715046605,0.9204,4.67679853656485,2.08021767627531,3.89678564613387,0.494000000000028
2,"DFT-adaptive-T (Subgroup)","prot_cens",0.908233276157804,0.926098535286285,0.9136,4.51494608695241,2.43382665947844,3.88977781093923,60.2659999999996
3,"DFT-adaptive-CT (Subgroup)","prot_cens",0.909090909090909,0.926098535286285,0.9142,4.51083660895752,2.43382118502474,3.88690117560811,84.4340000000011
4,"DFT-fixed (Subgroup)","prot_cens",0.940251572327044,0.918774966711052,0.9338,4.00451721862941,2.59219421207926,3.58025538746174,53.2609999999995
5,"Vanilla CQR (Subgroup)","prot_cens",0.903087478559177,0.931424766977364,0.9116,4.46222411997174,1.87025437285288,3.68359640793723,0.0109999999995125
6,"Cox (Subgroup)","prot_cens",0.93767867352773,0.912782956058589,0.9302,3.82762675313638,2.58109115805006,3.45316746037245,7.91200000000026
7,"DFT-adaptive-T (Joint)","prot_cens",0.908805031446541,0.914780292942743,0.9106,4.53220336361259,2.59716075386779,3.95091656364525,217.369999999999
8,"DFT-adaptive-CT (Joint)","prot_cens",0.908805031446541,0.914780292942743,0.9106,4.53220336361259,2.59716075386779,3.95091656364525,242.15
9,"DFT-fixed (Joint)","prot_cens",0.902229845626072,0.885486018641811,0.8972,4.46258852138461,2.74541235301019,3.94674880040494,214.473
10,"Vanilla CQR (Joint)","prot_cens",0.911663807890223,0.992676431424767,0.936,4.08588395043289,1.28660718510102,3.24498121012719,0.00500000000010914
11,"Cox (Joint)","prot_cens",0.943967981703831,0.90612516644474,0.9326,3.86569265127707,2.44765867746928,3.43971524554521,5.1889999999994
