"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","cens_misspec",0.909271899886234,0.891509433962264,0.904,4.70673665532476,3.06767462128197,4.22026304362086,1.01300000000001
2,"DFT-adaptive-T (Subgroup)","cens_misspec",0.901023890784983,0.87466307277628,0.8932,4.86890888296381,3.14291608970658,4.35663422192506,125.409
3,"DFT-adaptive-CT (Subgroup)","cens_misspec",0.901023890784983,0.87466307277628,0.8932,4.86890888296381,3.14291608970658,4.35663422192506,142.968
4,"DFT-fixed (Subgroup)","cens_misspec",0.876279863481229,0.643530997304582,0.8072,4.66794510676393,3.59527777419481,4.34957744245741,122.375
5,"Vanilla CQR (Subgroup)","cens_misspec",0.901877133105802,0.91711590296496,0.9064,4.48582596952983,2.60837606484901,3.92859883782056,0.0109999999995125
6,"Cox (Subgroup)","cens_misspec",0.935153583617747,0.931940700808625,0.9342,3.80152782347404,2.41165973651365,3.3890149752642,5.85599999999977
7,"DFT-adaptive-T (Joint)","cens_misspec",0.668657565415245,0.655660377358491,0.6648,7.38280198764019,4.51387165545198,6.53130346504673,312.208
8,"DFT-adaptive-CT (Joint)","cens_misspec",0.668657565415245,0.655660377358491,0.6648,7.38280198764019,4.51387165545198,6.53130346504673,326.597
9,"DFT-fixed (Joint)","cens_misspec",0.856655290102389,0.71900269541779,0.8158,3.40641787286865,3.07804033695799,3.30895542021037,308.645
10,"Vanilla CQR (Joint)","cens_misspec",0.922070534698521,0.876010781671159,0.9084,4.13352255447184,3.00410969883256,3.7983128189181,0.00700000000006185
11,"Cox (Joint)","cens_misspec",0.944823663253697,0.918463611859838,0.937,3.74707196940954,2.48137595157036,3.37141339131487,6.11400000000003
