"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","cov_cens",0.917804323094426,0.877358490566038,0.9058,4.39363741779985,2.99715578445778,3.97916166902392,0.474999999999994
2,"DFT-adaptive-T (Subgroup)","cov_cens",0.91325369738339,0.931266846361186,0.9186,4.58484743282781,2.57697888391002,3.98891204750901,81.854
3,"DFT-adaptive-CT (Subgroup)","cov_cens",0.91325369738339,0.929245283018868,0.918,4.58484743282781,2.59628611966537,3.9946424350812,102.884
4,"DFT-fixed (Subgroup)","cov_cens",0.974402730375427,0.865902964959569,0.9422,1.78645838576094,2.95267171868813,2.13259050297373,78.878
5,"Vanilla CQR (Subgroup)","cov_cens",0.929180887372014,0.891509433962264,0.918,4.21504481321218,2.86680158200957,3.81488622219124,0.00700000000006185
6,"Cox (Subgroup)","cov_cens",0.928327645051195,0.945417789757412,0.9334,4.06920305215469,2.47978367056536,3.59746337969898,4.05299999999994
7,"DFT-adaptive-T (Joint)","cov_cens",0.909556313993174,0.905660377358491,0.9084,4.52223576450125,2.76836515999538,4.00168696908391,121.51
8,"DFT-adaptive-CT (Joint)","cov_cens",0.909556313993174,0.905660377358491,0.9084,4.52223576450125,2.76836515999538,4.00168696908391,142.023
9,"DFT-fixed (Joint)","cov_cens",0.991467576791809,0.98921832884097,0.9908,0.825900626231835,0.647720907795785,0.773016885800015,118.349
10,"Vanilla CQR (Joint)","cov_cens",0.940273037542662,0.855121293800539,0.915,4.01342138103166,3.02763115064069,3.72083884065162,0.00499999999999545
11,"Cox (Joint)","cov_cens",0.942832764505119,0.920485175202156,0.9362,3.9436215659655,2.59467030436971,3.54325283152387,2.60899999999998
