"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","homo_cens",0.912585421412301,0.858870967741935,0.8966,4.50805930809837,3.0702479414905,4.08016664539587,0.638000000000005
2,"DFT-adaptive-T (Subgroup)","homo_cens",0.890660592255125,0.839381720430108,0.8754,4.74049834468677,3.2216449142565,4.28848756379073,66.2210000000032
3,"DFT-adaptive-CT (Subgroup)","homo_cens",0.890660592255125,0.839381720430108,0.8754,4.74049834468677,3.2216449142565,4.28848756379073,91.5770000000011
4,"DFT-fixed (Subgroup)","homo_cens",0.895216400911162,0.852150537634409,0.8824,4.48351198960418,3.0566748558997,4.05888525861373,56.9540000000015
5,"Vanilla CQR (Subgroup)","homo_cens",0.886389521640091,0.870967741935484,0.8818,4.58724110314868,2.93330029537682,4.09502831875578,0.0120000000006257
6,"Cox (Subgroup)","homo_cens",0.937642369020501,0.908602150537634,0.929,3.87427536624044,2.54222821462205,3.4778581339188,12.4160000000011
7,"DFT-adaptive-T (Joint)","homo_cens",0.894931662870159,0.877688172043011,0.8898,4.75405491151119,2.94555789427342,4.21584619918123,197.971000000001
8,"DFT-adaptive-CT (Joint)","homo_cens",0.894931662870159,0.877688172043011,0.8898,4.75405491151119,2.94555789427342,4.21584619918123,222.831999999999
9,"DFT-fixed (Joint)","homo_cens",0.892084282460137,0.837365591397849,0.8758,4.4409916258791,2.96926744675558,4.00300651017194,194.827000000001
10,"Vanilla CQR (Joint)","homo_cens",0.897209567198178,0.818548387096774,0.8738,4.32132513432196,3.27877219507686,4.01106137960261,0.00500000000101863
11,"Cox (Joint)","homo_cens",0.943052391799544,0.899865591397849,0.9302,3.88754677369375,2.53035263313939,3.48364579746477,5.52800000000025
