"","method","setting","group coverage for x_1 = 0","group coverage for x_1 = 1","Marginal coverage","lower bound mean for x_1 = 0","lower bound mean for x_1 = 1","lower bound values mean","computation time"
1,"CAMS","prot_cens",0.915148063781321,0.878360215053763,0.9042,4.49387685955706,2.93429717196848,4.0297459445307,0.475999999999999
2,"DFT-adaptive-T (Subgroup)","prot_cens",0.890660592255125,0.830645161290323,0.8728,4.74049834468677,3.34210327479448,4.32433597188683,56.4719999999998
3,"DFT-adaptive-CT (Subgroup)","prot_cens",0.890660592255125,0.82258064516129,0.8704,4.74049834468677,3.32354395440269,4.31881271813823,75.7939999999981
4,"DFT-fixed (Subgroup)","prot_cens",0.895216400911162,0.859543010752688,0.8846,4.48351198960418,3.12690201349202,4.0797848607132,48.1440000000002
5,"Vanilla CQR (Subgroup)","prot_cens",0.886389521640091,0.917338709677419,0.8956,4.58724110314868,1.98272234226057,3.81213631990838,0.00900000000001455
6,"Cox (Subgroup)","prot_cens",0.937642369020501,0.878360215053763,0.92,3.87427536624044,2.90470659672921,3.5857317004339,9.93900000000031
7,"DFT-adaptive-T (Joint)","prot_cens",0.894931662870159,0.864247311827957,0.8858,4.77400835911021,3.02405862359221,4.25322331782005,140.011
8,"DFT-adaptive-CT (Joint)","prot_cens",0.894646924829157,0.866263440860215,0.8862,4.78701823770061,3.01970719527215,4.2610664714739,162.898000000001
9,"DFT-fixed (Joint)","prot_cens",0.90119589977221,0.863575268817204,0.89,4.38257036085572,2.87541636505014,3.93404133170398,135.227999999999
10,"Vanilla CQR (Joint)","prot_cens",0.889236902050114,0.981854838709677,0.9168,3.96371865865311,1.78811933796303,3.31626030081574,0.00499999999919964
11,"Cox (Joint)","prot_cens",0.938496583143508,0.893145161290323,0.925,3.96405654079082,2.5824538883767,3.55289159143237,6.0630000000001
